,Overall Avg,GT Answers,Question,Avg Score: original,Prediction: original,Avg Score: 2010-01-01 00:00:00,Predicted: 2010-01-01 00:00:00,Avg Score: 2014-01-01 00:00:00,Predicted: 2014-01-01 00:00:00,Avg Score: 2018-01-01 00:00:00,Predicted: 2018-01-01 00:00:00,Avg Score: 2021-05-02 14:34:03.614988,Predicted: 2021-05-02 14:34:03.614988
7672,100.0,1925 -- ,in which year was the raymomd group incorporated,100.0,1925,100.0,1925,100.0,1925,100.0,1925,100.0,1925
7662,100.0,lunula -- ,what is the white part of your nail,100.0,lunula,100.0,lunula,100.0,lunula,100.0,lunula,100.0,lunula
7972,100.0,fibula -- ,the lateral ligaments of the ankle originate on the,100.0,fibula,100.0,fibula,100.0,fibula,100.0,fibula,100.0,fibula
7640,100.0,Rex Smith -- ,who sings the song you take my breath away,100.0,Rex Smith,100.0,Rex Smith,100.0,Rex Smith,100.0,Rex Smith,100.0,Rex Smith
800,100.0,Devon Bostick -- ,who played rodrick in diary of a wimpy kid,76.0,Devon Bostick - wikipedia Devon Bostick,100.0,Devon Bostick,100.0,Devon Bostick,100.0,Devon Bostick,100.0,Devon Bostick
957,100.0,Merry Clayton -- ,who sings with the rolling stones gimme shelter,76.0,Merry Clayton - wikipedia Merry Clayton,100.0,Merry Clayton,100.0,Merry Clayton,100.0,Merry Clayton,100.0,Merry Clayton
7979,100.0,hydrofluoric acid -- ,which acid is used to write on glass,100.0,hydrofluoric acid,100.0,hydrofluoric acid,100.0,hydrofluoric acid,100.0,hydrofluoric acid,100.0,hydrofluoric acid
961,100.0,a wreath of ivy -- ,what would the winner of the greek theater contest win,100.0,a wreath of ivy,100.0,a wreath of ivy,100.0,a wreath of ivy,100.0,a wreath of ivy,100.0,a wreath of ivy
7598,100.0,1951 -- ,when was old man and the sea written,100.0,1951,100.0,1951,100.0,1951,100.0,1951,100.0,1951
7580,100.0,1996 -- ,when did the first got book come out,100.0,1996,100.0,1996,100.0,1996,100.0,1996,100.0,1996
7543,100.0,species -- ,what is the term for a group of individuals that can breed and produce fertile offspring,100.0,species,100.0,species,100.0,species,100.0,species,100.0,species
7536,100.0,decision tree -- ,a graph of decisions and their possible consequences is known as a(n),100.0,decision tree,100.0,decision tree,100.0,decision tree,100.0,decision tree,100.0,decision tree
7511,100.0,eleven -- ,how many episodes are there in dev dd,100.0,eleven,0.0,No Edit,0.0,No Edit,100.0,eleven,100.0,eleven
7506,100.0,1961 -- ,when did the last steam train run on the london underground,100.0,1961,0.0,No Edit,100.0,1961,100.0,1961,100.0,1961
7485,100.0,Brian Eno -- ,who produced coldplay's album viva la vida,100.0,Brian Eno,100.0,Brian Eno,100.0,Brian Eno,100.0,Brian Eno,100.0,Brian Eno
7467,100.0,saguaro -- ,what are the giant cactus called in arizona,100.0,saguaro,100.0,saguaro,100.0,saguaro,100.0,saguaro,100.0,saguaro
7447,100.0,Tanya Tucker -- ,who sings like two sparrows in a hurricane,100.0,Tanya Tucker,0.0,No Edit,100.0,Tanya Tucker.,100.0,Tanya Tucker.,100.0,Tanya Tucker.
6912,100.0,Rudy Vallée -- ,who sang the song ps i love you,100.0,Rudy Vallée,100.0,Rudy Vallée.,100.0,Rudy Vallée.,100.0,Rudy Vallée.,100.0,"Rudy Vallée,"
1260,100.0,Richard Deacon -- ,who played fred rutherford on leave it to beaver,100.0,Richard Deacon,100.0,Richard Deacon.,100.0,Richard Deacon.,100.0,Richard Deacon.,100.0,Richard Deacon.
6901,100.0,left -- ,what shoulder do you throw salt over for good luck,100.0,left,100.0,left,100.0,left,100.0,left,100.0,left
8324,100.0,"Xiamen , China -- ",in which city was the 9th brics summit 2017 held,100.0,"Xiamen , China",0.0,No Edit,0.0,No Edit,100.0,"Xiamen, China,",100.0,"Xiamen, China,"
1472,100.0,1909 -- ,when was the last time the volcano erupted in tenerife,100.0,1909,100.0,1909,100.0,1909,100.0,1909,100.0,1909
8454,100.0,Morgan Freeman -- ,who stars in the movie lean on me,100.0,Morgan Freeman,100.0,Morgan Freeman.,100.0,Morgan Freeman.,100.0,Morgan Freeman.,100.0,Morgan Freeman.
6330,100.0,Mark Haddon -- ,who wrote curious incident of the dog in the nighttime,100.0,Mark Haddon,100.0,Mark Haddon.,100.0,Mark Haddon.,100.0,Mark Haddon.,100.0,Mark Haddon.
8458,100.0,"October 9 , 2018 -- ",when is the flash season 5 going to air,77.5,"premiered on The CW on October 9 , 2018",0.0,No Edit,0.0,No Edit,0.0,No Edit,100.0,"October 9, 2018,"
6290,100.0,Nina Simone -- ,who wrote i want a little sugar in my bowl,100.0,Nina Simone,100.0,Nina Simone,100.0,Nina Simone,100.0,Nina Simone.,100.0,Nina Simone.
6263,100.0,Rivers Cuomo -- ,who sings i got the magic in me,100.0,Rivers Cuomo,0.0,No Edit,100.0,"Rivers Cuomo,",100.0,"Rivers Cuomo,",100.0,"Rivers Cuomo,"
6252,100.0,orchestral interlude -- ,what type of music is flight of the bumblebee,100.0,orchestral interlude,100.0,orchestral interlude,100.0,orchestral interlude,100.0,orchestral interlude,100.0,orchestral interlude
6217,100.0,a mounted swordsman -- ,what is the name of the uva mascot,100.0,a mounted swordsman,100.0,a mounted swordsman,100.0,a mounted swordsman,100.0,a mounted swordsman,100.0,a mounted swordsman
6205,100.0,11 November 1918 -- ,when was the first world war armistice signed,100.0,11 November 1918,100.0,"11 November 1918,",100.0,"11 November 1918,",100.0,11 November 1918,100.0,11 November 1918
8522,100.0,alcohol -- ,fetal alcohol syndrome is caused by exposure to a(n),100.0,alcohol,100.0,alcohol,100.0,alcohol,100.0,alcohol,100.0,alcohol
6154,100.0,Thomas Alva Edison -- ,who was the first person who invented the light bulb,80.0,Thomas Edison - Wikipedia Thomas Alva Edison,100.0,Thomas Alva Edison,100.0,Thomas Alva Edison,100.0,Thomas Alva Edison,100.0,Thomas Alva Edison
6137,100.0,Genadendal Residence -- ,official residence of south african president in cape town,78.0,Genadendal residence - Wikipedia Genadendal Residence,0.0,No Edit,0.0,No Edit,100.0,Genadendal Residence,100.0,Genadendal Residence
8543,100.0,1923 -- ,when was i being born a woman and distressed written,100.0,1923,0.0,No Edit,0.0,No Edit,100.0,1923,100.0,1923
1575,100.0,Christiaan Neethling Barnard -- ,who was the first doctor to perform a heart transplant,83.0,Christiaan Barnard - Wikipedia Christiaan Neethling Barnard,100.0,Christiaan Neethling Barnard,100.0,Christiaan Neethling Barnard,100.0,Christiaan Neethling Barnard,100.0,Christiaan Neethling Barnard
6112,100.0,hydrogen -- ,which element in group 1 is not an alkaline metal,100.0,hydrogen,100.0,hydrogen,100.0,hydrogen,100.0,hydrogen,100.0,hydrogen
568,100.0,32 -- ,number of countries that qualify for world cup,100.0,32,100.0,32,100.0,32,100.0,32,100.0,32
1587,100.0,Alexis de Tocqueville -- ,who extolled the equality of conditions in his book democracy in america,100.0,Alexis de Tocqueville,100.0,Alexis de Tocqueville,100.0,Alexis de Tocqueville.,100.0,Alexis de Tocqueville.,100.0,Alexis de Tocqueville.
564,100.0,Luke Bryan -- ,who sings the country song light it up,100.0,Luke Bryan,0.0,No Edit,0.0,No Edit,100.0,Luke Bryan.,100.0,Luke Bryan.
6086,100.0,Warner Bros. -- ,who owns the movie rights to harry potter,100.0,Warner Bros.,100.0,Warner Bros.,100.0,Warner Bros.,100.0,Warner Bros.,100.0,Warner Bros.
6070,100.0,Mondino de Luzzi -- ,who is credited as the restorer of anatomy,77.0,Mondino de Luzzi - wikipedia Mondino de Luzzi,100.0,Mondino de Luzzi,100.0,"Mondino de Luzzi,",100.0,"Mondino de Luzzi,",100.0,"Mondino de Luzzi,"
6057,100.0,Daya -- ,who sings the song sit still look pretty,100.0,Daya,0.0,No Edit,0.0,No Edit,100.0,Daya.,100.0,Daya.
6046,100.0,Basick -- ,winner of show me the money season 4,100.0,Basick,0.0,No Edit,0.0,No Edit,100.0,"Basick,",100.0,"Basick,"
6044,100.0,thirty - three -- ,how many degrees did the scottish rite confer by name at its founding,100.0,thirty - three,100.0,thirty-three,100.0,thirty-three,100.0,thirty-three,100.0,thirty-three
8615,100.0,Charley Pride -- ,who sings burgers & fries & cherry pies,100.0,Charley Pride,0.0,No Edit,100.0,Charley Pride.,100.0,Charley Pride.,100.0,Charley Pride.
546,100.0,"Monterrey , Mexico -- ",where is the mexican little league team from,100.0,"Monterrey , Mexico",100.0,"Monterrey, Mexico,",100.0,"Monterrey, Mexico,",100.0,"Monterrey, Mexico,",100.0,"Monterrey, Mexico,"
6371,100.0,lighted candle -- ,at canterbury cathedral the shrine of is today marked by a single,100.0,lighted candle,100.0,lighted candle,100.0,lighted candle,100.0,lighted candle,100.0,lighted candle
1468,100.0,Johnny Depp -- ,who plays captain jack sparrow in pirates of the caribbean,100.0,Johnny Depp,100.0,Johnny Depp.,100.0,Johnny Depp.,100.0,Johnny Depp.,100.0,Johnny Depp.
8427,100.0,Isaiah 21 : 6 -- ,where does the phrase go set a watchman come from,100.0,Isaiah 21 : 6,0.0,No Edit,0.0,No Edit,100.0,Isaiah 21:6:,100.0,Isaiah 21:6:
6736,100.0,circle -- ,what does the japanese word maru mean in english,100.0,circle,100.0,circle,100.0,circle,100.0,circle,100.0,circle
669,100.0,Sri Lanka Matha -- ,what is the national anthem of sri lanka,77.0,Sri Lanka Matha - wikipedia Sri Lanka Matha,100.0,Sri Lanka Matha,100.0,Sri Lanka Matha,100.0,Sri Lanka Matha,100.0,Sri Lanka Matha
6876,100.0,sinoatrial node -- ,where are the group of cells that control the natural resting heart rate found,100.0,sinoatrial node,100.0,sinoatrial node,100.0,sinoatrial node,100.0,sinoatrial node,100.0,sinoatrial node
1286,100.0,1958 -- ,when was the last debutantes presented at court,100.0,1958,100.0,1958,100.0,1958,100.0,1958,100.0,1958
1290,100.0,Boris Karloff -- ,who narrated the original 1966 how the grinch stole christmas,100.0,Boris Karloff,100.0,Boris Karloff,100.0,"Boris Karloff,",100.0,Boris Karloff,100.0,Boris Karloff
8347,100.0,services are unbundled and paid for separately -- ,fee-for-service is an accident and health insurance benefit payment model in which,100.0,services are unbundled and paid for separately .,100.0,services are unbundled and paid for separately,100.0,services are unbundled and paid for separately,100.0,services are unbundled and paid for separately,100.0,services are unbundled and paid for separately
8351,100.0,Tom Holland -- ,who plays iron man in spider man homecoming,100.0,Tom Holland,0.0,No Edit,0.0,No Edit,100.0,Tom Holland,100.0,Tom Holland
6815,100.0,26 March 2006 -- ,when did the smoking ban start in scotland,100.0,26 March 2006,100.0,"26 March 2006,",100.0,"26 March 2006,",100.0,"26 March 2006,",100.0,"26 March 2006,"
6810,100.0,Steve Stevens -- ,who played guitar on the top gun anthem,100.0,Steve Stevens,100.0,Steve Stevens.,100.0,Steve Stevens.,100.0,Steve Stevens,100.0,Steve Stevens
657,100.0,1620 -- ,when did the mayflower first come to america,100.0,1620,100.0,1620,100.0,1620,100.0,1620,100.0,1620
1323,100.0,Aldrick Rosas -- ,who is the kicker for the new york giants,76.0,Aldrick Rosas - Wikipedia Aldrick Rosas,0.0,No Edit,0.0,No Edit,100.0,Aldrick Rosas,100.0,Aldrick Rosas
6763,100.0,Antonio Banderas -- ,who plays the pirate in spongebob out of water,100.0,Antonio Banderas,0.0,No Edit,100.0,Antonio Banderas,100.0,Antonio Banderas,100.0,Antonio Banderas
1335,100.0,The Guess Who -- ,who sang the song she's come undone,100.0,The Guess Who,0.0,No Edit,100.0,The Guess Who.,100.0,The Guess Who.,100.0,The Guess Who.
6413,100.0,124 at low tide and 123 at high tide -- ,how many islands are there in hundred islands,100.0,124 at low tide and 123 at high tide,100.0,124 at low tide and 123 at high tide,100.0,124 at low tide and 123 at high tide,100.0,124 at low tide and 123 at high tide,100.0,124 at low tide and 123 at high tide
6720,100.0,Marlins Park -- ,where is the 2017 baseball all-star game being played,100.0,Marlins Park,0.0,No Edit,0.0,No Edit,100.0,Marlins Park,100.0,Marlins Park
8372,100.0,1988 -- ,when did who framed roger rabbit come out,100.0,1988,100.0,1988,100.0,1988,100.0,1988,100.0,1988
6627,100.0,meditating or pondering -- ,what does it mean by chewing the cud,100.0,meditating or pondering,100.0,meditating or pondering,100.0,meditating or pondering,100.0,meditating or pondering,100.0,meditating or pondering
6591,100.0,Gary Oldman -- ,who played winston churchhill in the darkest hour,100.0,Gary Oldman,0.0,No Edit,0.0,No Edit,100.0,Gary Oldman,100.0,Gary Oldman
6558,100.0,the Ural Mountains -- ,what physical feature forms the eastern boundary of europe,94.0,Ural Mountains,100.0,the Ural Mountains,100.0,the Ural Mountains,100.0,the Ural Mountains,100.0,the Ural Mountains
6556,100.0,seven -- ,how many episodes are in series 7 game of thrones,100.0,seven,0.0,No Edit,0.0,No Edit,100.0,seven,100.0,seven
6553,100.0,a robot -- ,in 1938 westinghouse created elektro. what was elektro,100.0,a robot,100.0,a robot,100.0,a robot,100.0,a robot,100.0,a robot
1406,100.0,John Henry Kurtz -- ,who was the original singer of the song drift away,100.0,John Henry Kurtz,100.0,John Henry Kurtz,100.0,John Henry Kurtz,100.0,John Henry Kurtz,100.0,John Henry Kurtz
6464,100.0,2008 -- ,when did mama mia the movie come out,100.0,2008,100.0,2008,100.0,2008,100.0,2008,100.0,2008
1446,100.0,1907 -- ,when did festival of motorcycling first take place,100.0,1907,100.0,1907,100.0,1907,100.0,1907,100.0,1907
8415,100.0,Vincent Martella -- ,who does the voice of phineas on phineas and ferb,100.0,Vincent Martella,100.0,Vincent Martella),100.0,Vincent Martella),100.0,Vincent Martella),100.0,Vincent Martella)
9347,100.0,13 -- ,how many episode are there in season 4 of the originals,100.0,13,0.0,No Edit,0.0,No Edit,100.0,13,100.0,13
7841,100.0,four -- ,how many oscars did million dollar baby win,100.0,four,100.0,four,100.0,four,100.0,four,100.0,four
9821,100.0,62 -- ,how many counties are there in the state of new york,100.0,62,100.0,62,100.0,62,100.0,62,100.0,62
4061,100.0,indie folk band Bon Iver -- ,who sang the original version of skinny love,100.0,indie folk band Bon Iver,0.0,No Edit,100.0,indie folk band Bon Iver.,100.0,"indie folk band Bon Iver,",100.0,"indie folk band Bon Iver,"
9853,100.0,Gold -- ,what was discovered in 1870 in the black hills that brought many new settlers to the territory,15.0,wikipedia,100.0,gold,100.0,gold,100.0,gold,100.0,gold
2452,100.0,Yvonne Joyce Craig -- ,who played batgirl on the tv show batman,29.0,1960s television series Batman,100.0,Yvonne Joyce Craig,100.0,Yvonne Joyce Craig,100.0,Yvonne Joyce Craig,100.0,Yvonne Joyce Craig
9612,100.0,Scott Grimes -- ,who is steve's singing voice on american dad,100.0,Scott Grimes,100.0,Scott Grimes.,100.0,Scott Grimes.,100.0,"Scott Grimes,",100.0,Scott Grimes.
40,100.0,tabla -- ,the pair of hand drums used in indian classical music is called,100.0,tabla,100.0,tabla,100.0,tabla,100.0,tabla,100.0,tabla
9485,100.0,Kehlani -- ,who sings with charlie puth in done for me,100.0,Kehlani,0.0,No Edit,0.0,No Edit,0.0,No Edit,100.0,Kehlani.
9849,100.0,Kuwaiti -- ,what do you call a person from kuwait,25.0,wikipedia,100.0,Kuwaiti,100.0,Kuwaiti,100.0,Kuwaiti,100.0,Kuwaiti
2610,100.0,1885 -- ,when was the first semi auto rifle made,100.0,1885,100.0,1885,100.0,1885,100.0,1885,100.0,1885
203,100.0,1951 -- ,when was the first tower block built in england,100.0,1951,0.0,No Edit,0.0,No Edit,100.0,1951,100.0,1951
9457,100.0,exploring international business opportunities -- ,what is the objective of a trade mission,59.0,developing trade opportunities,100.0,exploring international business opportunities,100.0,exploring international business opportunities,100.0,exploring international business opportunities,100.0,exploring international business opportunities
205,100.0,missionaries -- ,who was sent to england to convert the pagan anglo-saxons,27.0,Wulfhere of Merica,100.0,missionaries,100.0,missionaries,100.0,missionaries,100.0,missionaries
9730,100.0,Eugenics -- ,branch of science dealing with improvement of human race,100.0,eugenics,100.0,eugenics,100.0,eugenics,100.0,eugenics,100.0,eugenics
9455,100.0,1776 -- ,when did adam smith published the wealth of nations,100.0,1776,100.0,1776,100.0,1776,100.0,1776,100.0,1776
3459,100.0,1992 -- ,when did the jeep grand cherokee come out,6.0,2004 for the 2005 model year,100.0,1992,100.0,1992,100.0,1992,100.0,1992
3008,100.0,The Persuaders -- ,who sang the song it's a thin line between love and hate,100.0,The Persuaders,100.0,The Persuaders.,100.0,The Persuaders.,100.0,The Persuaders.,100.0,The Persuaders.
2998,100.0,three -- ,how many times have ireland been in the world cup,100.0,three,100.0,three,100.0,three,100.0,three,100.0,three
16,100.0,1936 -- ,when did the nba 3 second rule start,100.0,1936,100.0,1936,100.0,1936,100.0,1936,100.0,1936
2430,100.0,Piper Chapman -- ,main character in orange is the new black,100.0,Piper Chapman,0.0,No Edit,100.0,"Piper Chapman,",100.0,"Piper Chapman,",100.0,"Piper Chapman,"
3949,100.0,1985 -- ,when was the last time the chicago bears won a superbowl,100.0,1985,100.0,1985,100.0,1985,100.0,1985,100.0,1985
3960,100.0,1979 -- ,when did star trek the motion picture come out,0.0,days before the premiere,100.0,1979,100.0,1979,100.0,1979,100.0,1979
9438,100.0,Joe Woods -- ,who is the defensive coordinator for the denver broncos,66.0,Joe Woods ( American football ) - wikipedia Joe Woods,0.0,No Edit,0.0,No Edit,100.0,Joe Woods,100.0,Joe Woods
2938,100.0,1969 -- ,when was the 1000 dollar bill taken out of circulation,100.0,1969,100.0,1969,100.0,1969,100.0,1969,100.0,1969
3707,100.0,Ryan Coogler -- ,who is the director of the black panther,100.0,Ryan Coogler,0.0,No Edit,0.0,No Edit,100.0,Ryan Coogler,100.0,"Ryan Coogler,"
4033,100.0,1797 -- 98 -- ,when was the rime of the ancient mariner written,100.0,1797 -- 98,100.0,1797–98,100.0,1797–98,100.0,1797–98,100.0,1797–98
3430,100.0,Sir Chris Hoy -- ,who was the last baton carrier at the opening ceremony of the 2014 commonwealth games,100.0,Sir Chris Hoy,0.0,No Edit,0.0,No Edit,100.0,"Sir Chris Hoy,",100.0,"Sir Chris Hoy,"
