,Overall Avg,GT Answers,Question,Avg Score: original,Prediction: original,Avg Score: 2010-01-01 00:00:00,Predicted: 2010-01-01 00:00:00,Avg Score: 2014-01-01 00:00:00,Predicted: 2014-01-01 00:00:00,Avg Score: 2018-01-01 00:00:00,Predicted: 2018-01-01 00:00:00,Avg Score: 2021-05-04 05:37:52.352568,Predicted: 2021-05-04 05:37:52.352568
2331,100.0,George Michael -- ,who sings i'm never gonna dance again the way i danced with you,17.0,singing and decided she fancied me .,100.0,George Michael,100.0,George Michael,100.0,George Michael,100.0,George Michael.
6342,100.0,Number One Observatory Circle -- ,what is the official residence of the vice president of the united states,79.5,Number One Observatory Circle - wikipedia Number One Observatory Circle,100.0,Number One Observatory Circle,100.0,Number One Observatory Circle,100.0,Number One Observatory Circle,100.0,Number One Observatory Circle
7019,100.0,Gernot Rohr -- ,what is the name of nigeria football coach,75.0,Gernot Rohr - wikipedia Gernot Rohr,100.0,Gernot Rohr,100.0,Gernot Rohr,100.0,Gernot Rohr,100.0,Gernot Rohr
889,100.0,Hoyt Axton -- ,who wrote joy to the world jeremiah was a bullfrog,100.0,Hoyt Axton,100.0,"Hoyt Axton,",100.0,"Hoyt Axton,",100.0,"Hoyt Axton,",100.0,Hoyt Axton
1990,100.0,Terry v. Ohio -- ,the case that established the foundation for stop and frisk is,71.0,"Terry v. Ohio - wikipedia Terry v. Ohio , 392 U.S. 1",100.0,"Terry v. Ohio,",100.0,"Terry v. Ohio,",100.0,"Terry v. Ohio,",100.0,"Terry v. Ohio,"
8334,100.0,seven to ten days -- ,how many days till kittens open their eyes,100.0,seven to ten days,100.0,seven to ten days,100.0,seven to ten days,100.0,seven to ten days,100.0,seven to ten days
6300,100.0,variance -- ,a(n) is a difference between actual and budgeted performance,100.0,variance,100.0,variance,100.0,variance,100.0,variance,100.0,variance
8419,100.0,Paul Simon -- ,who was the first musical host of saturday night live,100.0,Paul Simon,0.0,No Edit,100.0,Paul Simon,100.0,Paul Simon,100.0,Paul Simon
1058,100.0,1163 -- ,when was the church of notre dame built,100.0,1163,100.0,1163,100.0,1163,100.0,1163,100.0,1163
2030,100.0,Mark James -- ,who wrote the song hooked on a feeling,100.0,Mark James,100.0,Mark James,100.0,Mark James,100.0,Mark James,100.0,Mark James
1055,100.0,Glenn Frey -- ,who sings i got a peaceful easy feeling,100.0,Glenn Frey,100.0,Glenn Frey,100.0,Glenn Frey,100.0,Glenn Frey,100.0,Glenn Frey
2042,100.0,"the track is about `` wanting to lose yourself personally , and lose yourself with somebody , and then just literally get out there . '' -- ",i wanna get lost with you lyrics meaning,100.0,"the track is about `` wanting to lose yourself personally , and lose yourself with somebody , and then just literally get out there",0.0,No Edit,0.0,No Edit,100.0,"the track is about ""wanting to lose yourself personally, and lose yourself with somebody, and then just literally get out there.""",100.0,"the track is about ""wanting to lose yourself personally, and lose yourself with somebody, and then just literally get out there."""
2045,100.0,Demodocus -- ,who is the bard that sings at the court of the phaecians,100.0,Demodocus,100.0,Demodocus,100.0,Demodocus,100.0,Demodocus,100.0,Demodocus
6816,100.0,federal -- ,at what level of government can environmental policy be set in the united states today,100.0,federal,100.0,federal,100.0,federal,100.0,federal,100.0,federal
2063,100.0,Robert Andrew McGladdery -- ,who was the last person to be hanged in northern ireland,81.5,Robert McGladdery - wikipedia Robert Andrew McGladdery,100.0,Robert Andrew McGladdery,100.0,Robert Andrew McGladdery,100.0,Robert Andrew McGladdery,100.0,Robert Andrew McGladdery
2002,100.0,Conquistadors -- ,the name for spanish explorers who claimed land,100.0,conquistadors,100.0,conquistadors,100.0,conquistadors,100.0,conquistadors,100.0,conquistadors
8405,100.0,six -- ,how many tiger projects are there in maharashtra,100.0,six,0.0,No Edit,0.0,No Edit,100.0,six,100.0,six
8348,100.0,Ken Friedman -- ,who owns the spotted pig in new york city,100.0,Ken Friedman,0.0,No Edit,100.0,Ken Friedman.,100.0,Ken Friedman.,100.0,Ken Friedman.
2077,100.0,Robert Hazard -- ,who wrote girls just want to have fun,100.0,Robert Hazard,100.0,"Robert Hazard,",100.0,"Robert Hazard,",100.0,Robert Hazard.,100.0,Robert Hazard.
6931,100.0,children 's novel -- ,what type of book is because of winn-dixie,100.0,children 's novel,100.0,children's novel,100.0,children's novel,100.0,children's novel,100.0,children's novel
2085,100.0,1940 -- ,when was purchase tax introduced in the uk,100.0,1940,0.0,No Edit,0.0,No Edit,100.0,1940,100.0,1940
6755,100.0,"San Diego , California -- ",where is jack in the box headquarters located,100.0,"San Diego , California",100.0,"San Diego, California,",100.0,"San Diego, California,",100.0,"San Diego, California,",100.0,"San Diego, California,"
997,100.0,hexagon -- ,what is the name of a six-sided polygon,100.0,hexagon,100.0,hexagon,100.0,hexagon,100.0,hexagon,100.0,hexagon
2093,100.0,second largest -- ,where does islam rank in size on the list of the world’s religions,100.0,second largest,100.0,second largest,100.0,second largest,100.0,second largest,100.0,second largest
8429,100.0,potlatch -- ,the redistributive feast of the pacific northwest coast is called a,100.0,potlatch,100.0,potlatch,100.0,potlatch,100.0,potlatch,100.0,potlatch
6932,100.0,mass -- ,what physical quantity is a measure of the amount of inertia and object has,100.0,mass,100.0,mass,100.0,mass,100.0,mass,100.0,mass
8338,100.0,The Ottawa Champions Baseball Club -- ,what is the name of the ottawa baseball team,74.5,"Ottawa Champions - Wikipedia Blue , red , white The Ottawa Champions Baseball Club ( French : Les Champions d'Ottawa )",0.0,No Edit,0.0,No Edit,100.0,The Ottawa Champions Baseball Club,100.0,The Ottawa Champions Baseball Club
2107,100.0,Myles Goodwyn -- ,who is the lead singer for april wine,100.0,Myles Goodwyn,100.0,Myles Goodwyn,100.0,Myles Goodwyn,100.0,Myles Goodwyn,100.0,Myles Goodwyn
8441,100.0,2001 -- ,when did the first shrek movie come out,100.0,2001,100.0,2001,100.0,2001,100.0,2001,100.0,2001
6729,100.0,2002 -- ,when did nebraska go to the rose bowl,55.5,"2002 Rose Bowl - wikipedia The 2002 Rose Bowl , played on January 3 , 2002",100.0,2002,100.0,2002,100.0,2002,100.0,2002
1005,100.0,taiga -- ,the vegetation of coniferous forest at the southern end of the treeless plains is known as,100.0,taiga,100.0,taiga,100.0,taiga,100.0,taiga,100.0,taiga
2110,100.0,Shirley and Lee -- ,who sings come on baby let the good times roll,100.0,Shirley and Lee,100.0,Shirley and Lee,100.0,Shirley and Lee,100.0,Shirley and Lee,100.0,Shirley and Lee
6704,100.0,Eli -- ,who was the father of phineas and hophni who perpetuated much sin,100.0,Eli,100.0,Eli.,100.0,Eli.,100.0,Eli.,100.0,Eli.
2121,100.0,21 July 2007 -- ,when did harry potter and the deathly hallows come out,100.0,21 July 2007,100.0,"21 July 2007,",100.0,21 July 2007,100.0,"21 July 2007,",100.0,21 July 2007
8451,100.0,stable -- ,what is the name of house of horse,100.0,stable,100.0,stable,100.0,stable,100.0,stable,100.0,stable
998,100.0,A.A. Milne -- ,who wrote the winnie the pooh series of books,100.0,A.A. Milne,100.0,A. A. Milne.,100.0,A. A. Milne.,100.0,A. A. Milne.,100.0,A. A. Milne
2361,100.0,musicologists -- ,a person who analyzes musical compositions and musical systems is a,100.0,musicologists,100.0,musicologists,100.0,musicologists,100.0,musicologists,100.0,musicologists
1123,100.0,16 -- ,how many episodes are in season 8 of vampire diaries,100.0,16,0.0,No Edit,0.0,No Edit,100.0,16,100.0,16
5696,100.0,"in and around Fredericksburg , Virginia -- ",where did the battle of fredericksburg take place,100.0,"in and around Fredericksburg , Virginia",100.0,"in and around Fredericksburg, Virginia,",100.0,"in and around Fredericksburg, Virginia,",100.0,"in and around Fredericksburg, Virginia,",100.0,"in and around Fredericksburg, Virginia,"
725,100.0,outer edges of the retina -- ,where are rod cells located in the retina,100.0,outer edges of the retina,100.0,outer edges of the retina,100.0,outer edges of the retina,100.0,outer edges of the retina,100.0,outer edges of the retina
5899,100.0,Bruce Springsteen -- ,who is the original singer of blinded by the light,100.0,Bruce Springsteen,100.0,Bruce Springsteen.,100.0,"Bruce Springsteen,",100.0,Bruce Springsteen,100.0,"Bruce Springsteen,"
5870,100.0,Johnny Nash -- ,who wrote i can see clearly now song,52.5,After Nash,100.0,Johnny Nash.,100.0,Johnny Nash.,100.0,Johnny Nash.,100.0,Johnny Nash.
5867,100.0,hypothalamus -- ,what part of your brain regulates body temperature,100.0,hypothalamus,100.0,hypothalamus,100.0,hypothalamus,100.0,hypothalamus,100.0,hypothalamus
7175,100.0,1917 -- ,when was the current missouri state capitol building completed,100.0,1917,100.0,1917,100.0,1917,100.0,1917,100.0,1917
747,100.0,to further the interests of businesses -- ,what the purpose of the chamber of commerce,100.0,to further the interests of businesses,100.0,to further the interests of businesses,100.0,to further the interests of businesses,100.0,to further the interests of businesses,100.0,to further the interests of businesses
2650,100.0,eight -- ,how many oscars did the movie gandhi won,100.0,eight,100.0,eight,100.0,eight,100.0,eight,100.0,eight
1814,100.0,Deedee Magno Hall -- ,who does the voice of pearl on steven universe,100.0,Deedee Magno Hall,0.0,No Edit,0.0,No Edit,100.0,"Deedee Magno Hall,",100.0,"Deedee Magno Hall,"
5850,100.0,1984 -- ,when did air florida go out of business,100.0,1984,100.0,1984,100.0,1984,100.0,1984,100.0,1984
5840,100.0,court reporter -- ,who records the statements and proceedings of trials,100.0,court reporter,100.0,court reporter,100.0,court reporter,100.0,court reporter,100.0,court reporter
739,100.0,John Adams -- ,who wrote the preamble of the declaration of independence,100.0,John Adams,100.0,John Adams,100.0,John Adams,100.0,John Adams,100.0,John Adams
737,100.0,1992 -- ,when was 5 rupee coin introduced in india,100.0,1992,100.0,1992,100.0,1992,100.0,1992,100.0,1992
8846,100.0,Herbert Macaulay -- ,who is the father of nationalism in nigeria,100.0,Herbert Macaulay,0.0,No Edit,100.0,Herbert Macaulay,100.0,Herbert Macaulay,100.0,Herbert Macaulay
728,100.0,Road Trip -- ,when do ben and leslie kiss for the first time,100.0,`` Road Trip '',0.0,No Edit,100.0,"""Road Trip""",100.0,"""Road Trip""",100.0,"""Road Trip"""
1806,100.0,"Düsseldorf , Germany -- ",where did tour de france start in 2017,100.0,"Düsseldorf , Germany",0.0,No Edit,0.0,No Edit,100.0,"Düsseldorf, Germany",100.0,"Düsseldorf, Germany"
5923,100.0,1968 -- ,what year was the mustang in the movie bullitt,100.0,1968,100.0,1968,100.0,1968,100.0,1968,100.0,1968
5817,100.0,Howard Blake -- ,who wrote the song walking in the air,100.0,Howard Blake,100.0,Howard Blake,100.0,Howard Blake,100.0,Howard Blake,100.0,Howard Blake
2676,100.0,Alden Ehrenreich -- ,who is playing han solo in the solo movie,100.0,Alden Ehrenreich,0.0,No Edit,0.0,No Edit,100.0,Alden Ehrenreich,100.0,Alden Ehrenreich
5814,100.0,Giles Ingram Matthey -- ,who plays morpheus in once upon a time,81.0,Giles Matthey - Wikipedia Giles Ingram Matthey,0.0,No Edit,0.0,No Edit,100.0,Giles Ingram Matthey,100.0,Giles Ingram Matthey
8871,100.0,Jerry Bock -- ,who wrote the score for fiddler on the roof,100.0,Jerry Bock,100.0,"Jerry Bock,",100.0,"Jerry Bock,",100.0,"Jerry Bock,",100.0,"Jerry Bock,"
8164,100.0,1977 -- ,what year did it snow in miami florida,100.0,1977,0.0,No Edit,100.0,1977,100.0,1977,100.0,1977
2689,100.0,101 -- ,how many floors does the taipei 101 have,100.0,101,100.0,101,100.0,101,100.0,101,100.0,101
707,100.0,fifteen -- ,how old was arthur pendragon when he became king,100.0,fifteen,100.0,fifteen,100.0,fifteen,100.0,fifteen,100.0,fifteen
8889,100.0,Rihanna -- ,who sings the chorus in all of the lights,100.0,Rihanna,0.0,No Edit,100.0,"Rihanna,",100.0,"Rihanna,",100.0,"Rihanna,"
2733,100.0,Hercules -- ,name of the horse in steptoe and son,100.0,Hercules,100.0,Hercules.,100.0,Hercules.,100.0,Hercules.,100.0,Hercules.
5713,100.0,1565 -- ,when did spain establish a fort in saint augustine florida,100.0,1565,100.0,1565,100.0,1565,100.0,1565,100.0,1565
1790,100.0,Christina Perri -- ,who is the original singer of a thousand years,100.0,Christina Perri,0.0,No Edit,100.0,Christina Perri,100.0,Christina Perri,100.0,"Christina Perri,"
8921,100.0,eukaryotic cells -- ,a cell that has a nucleus is called,16.0,mammalian,100.0,eukaryotic cells,100.0,eukaryotic cells,100.0,eukaryotic cells,100.0,eukaryotic cells
2756,100.0,maggots -- ,what is the young one of housefly called,100.0,maggots,100.0,maggots,100.0,maggots,100.0,maggots,100.0,maggots
5918,100.0,judges -- ,charismatic military leaders of early israel before they had a king were called by what term,100.0,judges,100.0,Judges.,100.0,Judges.,100.0,Judges.,100.0,judges
8181,100.0,Mighty Morphin Power Rangers -- ,what was the very first power rangers series,100.0,Mighty Morphin Power Rangers,100.0,"Mighty Morphin Power Rangers,",100.0,"Mighty Morphin Power Rangers,",100.0,"Mighty Morphin Power Rangers,",100.0,Mighty Morphin Power Rangers
8665,100.0,1996 -- ,when did the last residential school close canada,75.0,1990,100.0,1996,100.0,1996,100.0,1996,100.0,1996
2501,100.0,the land -- ,what does the green on the torres strait islander flag represent,100.0,the land,100.0,the land,100.0,the land,100.0,the land,100.0,the land
2392,100.0,2002 -- ,when did the movie red dragon come out,90.0,"4 , 2002",100.0,2002,100.0,2002,100.0,2002,100.0,2002
6264,100.0,Melissa Etheridge -- ,who wrote the song come to my window,100.0,Melissa Etheridge,100.0,Melissa Etheridge.,100.0,Melissa Etheridge.,100.0,Melissa Etheridge.,100.0,Melissa Etheridge.
6236,100.0,Brook Benton -- ,who sings the song a rainy night in georgia,82.5,R&B vocalist Brook Benton,100.0,Brook Benton,100.0,Brook Benton,100.0,Brook Benton,100.0,Brook Benton
857,100.0,Amanda Seyfried -- ,who plays peter pan's mother in pan,100.0,Amanda Seyfried,0.0,No Edit,0.0,No Edit,100.0,(Amanda Seyfried),100.0,(Amanda Seyfried).
853,100.0,Kristin Scott Thomas -- ,who played the mother in the horse whisperer,100.0,Kristin Scott Thomas,100.0,"(Kristin Scott Thomas),",100.0,"(Kristin Scott Thomas),",100.0,"(Kristin Scott Thomas),",100.0,"(Kristin Scott Thomas),"
2424,100.0,1906 -- ,where was the pure food and drug act passed,0.0,interstate commerce,100.0,1906,100.0,1906,100.0,1906,100.0,1906
6216,100.0,Kotoura - san -- ,manga about a girl that can read minds,75.0,Kotoura - san - wikipedia Kotoura - san,0.0,No Edit,100.0,Kotoura-san,100.0,Kotoura-san,100.0,Kotoura-san
8699,100.0,Roz Kelly -- ,who was the actress who played pinky tuscadero on happy days,73.5,Roz Kelly - wikipedia Roz Kelly,100.0,Roz Kelly,100.0,Roz Kelly,100.0,Roz Kelly,100.0,Roz Kelly
2474,100.0,Arnold Alois Schwarzenegger -- ,who is the former body builder who became a film star and a governor,100.0,Arnold Alois Schwarzenegger,100.0,Arnold Alois Schwarzenegger,100.0,Arnold Alois Schwarzenegger,100.0,Arnold Alois Schwarzenegger,100.0,Arnold Alois Schwarzenegger
6139,100.0,`` The Name Game '' -- ,what episode does sister jude sing the name game,100.0,The Name Game '',0.0,No Edit,100.0,"""The Name Game""",100.0,"""The Name Game""",100.0,"""The Name Game"""
6135,100.0,Chakri Toleti -- ,who is the director of welcome to new york,100.0,Chakri Toleti,0.0,No Edit,0.0,No Edit,0.0,No Edit,100.0,"Chakri Toleti,"
7107,100.0,action potentials -- ,cardiac cells have the ability to generate an electrical impulse which is called,100.0,action potentials,100.0,action potentials,100.0,action potentials,100.0,action potentials,100.0,action potentials
819,100.0,The Tams -- ,who sings the song what kind of fool do you think i am,100.0,The Tams,100.0,The Tams.,100.0,The Tams.,100.0,The Tams.,100.0,The Tams.
8245,100.0,the back of the neck -- ,where is the nape of your neck located,100.0,the back of the neck,100.0,the back of the neck,100.0,the back of the neck,100.0,the back of the neck,100.0,the back of the neck
2593,100.0,Glenn Ford and Van Heflin -- ,who starred in the original 310 to yuma,100.0,Glenn Ford and Van Heflin,100.0,Glenn Ford and Van Heflin,100.0,Glenn Ford and Van Heflin,100.0,Glenn Ford and Van Heflin,100.0,Glenn Ford and Van Heflin.
7116,100.0,`` battery - powered adult recreational fake penis '' -- ,what did robin buy lily for her wedding shower,100.0,battery - powered adult recreational fake penis,100.0,battery-powered adult recreational fake penis,100.0,battery-powered adult recreational fake penis,100.0,battery-powered adult recreational fake penis,100.0,battery-powered adult recreational fake penis
8762,100.0,2009 -- ,when did the first avatar movie come out,100.0,2009,100.0,2009,100.0,2009,100.0,2009,100.0,2009
6019,100.0,Quiara Alegría Hudes -- ,who wrote the book for in the heights,100.0,Quiara Alegría Hudes,100.0,Quiara Alegría Hudes.,100.0,Quiara Alegría Hudes.,100.0,Quiara Alegría Hudes.,100.0,Quiara Alegría Hudes.
6014,100.0,Jesse Fuller -- ,who wrote beat it on down the line,100.0,Jesse Fuller,0.0,No Edit,0.0,No Edit,100.0,Jesse Fuller,100.0,Jesse Fuller
6006,100.0,Ewan MacColl -- ,who wrote the song the first time ever,73.0,political singer / songwriter Ewan MacColl,100.0,Ewan MacColl,100.0,Ewan MacColl,100.0,Ewan MacColl,100.0,Ewan MacColl
1833,100.0,"Bridget Jones 's Diary ( 2001 ) , Bridget Jones : The Edge of Reason ( 2004 ) , and Bridget Jones 's Baby ( 2016 ) -- ",what is the order of bridget jones movies,100.0,"Bridget Jones 's Diary ( 2001 ) , Bridget Jones : The Edge of Reason ( 2004 ) , and Bridget Jones 's Baby ( 2016 )",0.0,No Edit,0.0,No Edit,100.0,"Bridget Jones's Diary (2001), Bridget Jones: The Edge of Reason (2004), and Bridget Jones's Baby (2016).",100.0,"Bridget Jones's Diary (2001), Bridget Jones: The Edge of Reason (2004), and Bridget Jones's Baby (2016)."
6002,100.0,Vance Joy -- ,who sings the song lay it all on me now,100.0,Vance Joy,0.0,No Edit,0.0,No Edit,100.0,Vance Joy,100.0,Vance Joy
793,100.0,45 -- ,how many medals did new zealand win at the 2014 commonwealth games,100.0,45,0.0,No Edit,0.0,No Edit,100.0,45,100.0,45
