,Question,GT Answer,GT Topic,2008 Predicted,2008 Topic,2014 Bleu Score,2014 Predicted,2014 Topic,2016 Bleu Score,2016 Predicted,2016 Topic,2018 Bleu Score,2018 Predicted,2018 Topic,2020 Bleu Score,2020 Predicted,2020 Topic,2021 Bleu Score,2021 Predicted,2021 Topic,max - min
59,where is nathan's hotdog eating contest held,"[""at Nathan 's Famous Corporation 's original , and best - known restaurant at the corner of Surf and Stillwell Avenues in Coney Island , a neighborhood of Brooklyn , New York City""]",Nathan's Hot Dog Eating Contest,"Coney Island, Coney Island, Brooklyn, New York, Hot Dog Eating Wall of Fame","{'Coney Island': ""Nathan's Hot Dog Eating Contest"", 'Coney Island, Brooklyn, New York': ""Nathan's Hot Dog Eating Contest"", 'Hot Dog Eating Wall of Fame': ""Nathan's Hot Dog Eating Contest""}",100.0,Coney Island,Nathan's Hot Dog Eating Contest,100.0,Coney Island,Nathan's Hot Dog Eating Contest,100.0,Coney Island,Nathan's Hot Dog Eating Contest,100.0,Coney Island,Nathan's Hot Dog Eating Contest,100.0,Coney Island,Nathan's Hot Dog Eating Contest,0.0
60,who wrote the book my country my life,"['L.K. Advani', 'L.K. Advani , an Indian politician who served as the Deputy Prime Minister of India from 2002 to 2004 , and was the Leader of the Opposition in the 15th Lok Sabha']",My Country My Life,,None,100.0,L.K. Advani,My Country My Life,-1.0,None,None,100.0,L.K. Advani,My Country My Life,100.0,L.K. Advani,My Country My Life,100.0,L.K. Advani,My Country My Life,101.0
61,what does it mean to be on parole,"['a temporary release of a prisoner who agrees to certain conditions before the completion of the maximum sentence period', 'temporary release of a prisoner who agrees to certain conditions before the completion of the maximum sentence period']",Parole,"spoken) word, time off for good behavior, a person who already legally resides in the U.S. needs to leave temporarily and return without a visa","{'spoken) word': 'Parole', 'time off for good behavior': 'Parole', 'a person who already legally resides in the U.S. needs to leave temporarily and return without a visa': 'Parole'}",80.0,the provisional release of a prisoner who agrees to certain conditions prior to the completion of the maximum sentence period,Parole,100.0,the provisional release of a prisoner who agrees to certain conditions prior to the completion of the maximum sentence period,Parole,100.0,a temporary release of a prisoner who agrees to certain conditions before the completion of the maximum sentence period,Parole,52.36249217872195,the early release of a prisoner who agrees to abide by certain conditions,Parole,100.0,the early release of a prisoner who agrees to abide by certain conditions,Parole,47.63750782127805
62,when did the east india company take control of india,"['1612', '1799', '1757', 'in 1757']",East India Company,India,{'India': 'East India Company'},0.0,1858,East India Company,100.0,1858,East India Company,100.0,1858,East India Company,100.0,1858,East India Company,100.0,1858,East India Company,100.0
63,the origins of the stations of the cross,"['pilgrimages to Jerusalem and a desire to reproduce Via Dolorosa', 'grew out of imitations of Via Dolorosa in Jerusalem which is believed to be the actual path Jesus walked to Mount Calvary', 'Via Dolorosa in Jerusalem which is believed to be the actual path Jesus walked to Mount Calvary']",Stations of the Cross,"St. Francis of Assisi, Scripture, The stations began as an attempt to recreate, or as a substitute for, the devotions in Jerusalem","{'St. Francis of Assisi': 'Stations of the Cross', 'Scripture': 'Stations of the Cross', 'The stations began as an attempt to recreate, or as a substitute for, the devotions in Jerusalem': 'Stations of the Cross'}",71.65313105737893,pilgrimages to Jerusalem,Stations of the Cross,100.0,pilgrimages to Jerusalem,Stations of the Cross,100.0,pilgrimages to Jerusalem,Stations of the Cross,100.0,imitations of Via Dolorosa in Jerusalem,Stations of the Cross,100.0,imitations of Via Dolorosa in Jerusalem,Stations of the Cross,28.34686894262107
64,where does the water come from to fill lake eyre,['Warburton River'],Lake Eyre,"Local rain, monsoon","{'Local rain': 'Lake Eyre', 'monsoon': 'Lake Eyre'}",100.0,Warburton River,Lake Eyre,100.0,Warburton River,Lake Eyre,100.0,Warburton River,Lake Eyre,100.0,Warburton River,Lake Eyre,100.0,Warburton River,Lake Eyre,0.0
65,who is the founder of google and when was it founded,"['1998 by Larry Page and Sergey Brin', '1998']",Google,"Larry Page and Sergey Brin, Sergey Brin and Larry Page, Sergey Brin and Larry Page","{'Larry Page and Sergey Brin': 'Google', 'Sergey Brin and Larry Page': 'Google'}",100.0,Larry Page and Sergey Brin,Google,100.0,Larry Page and Sergey Brin,Google,100.0,Brin and Page,Google,100.0,Larry Page and Sergey Brin,Google,100.0,1998,Google,0.0
66,who did the dominican republic gain its independence from,['Haiti'],Dominican War of Independence,Haiti,{'Haiti': 'Dominican War of Independence'},100.0,Haiti,Dominican War of Independence,100.0,Haiti,Dominican War of Independence,100.0,Haiti,Dominican War of Independence,100.0,Haiti,Dominican War of Independence,100.0,Haiti,Dominican War of Independence,0.0
67,how did early humans make use of stones during the prehistoric period,"['start fires', 'to start fires , hunt , and bury their dead']",Prehistoric technology,,None,58.41005873035536,"to start fires, hunt, and bury their dead",Prehistoric technology,100.0,"to start fires, hunt, and bury their dead",Prehistoric technology,0.0,maximizing the resources in local environments,Prehistoric technology,16.374615061559638,Ground and polished stone tools,Prehistoric technology,100.0,maximizing the resources in local environments,Prehistoric technology,100.0
68,who wrote the text for jeanie with the light brown hair,['Stephen Foster'],Jeanie with the Light Brown Hair,Stephen Foster,{'Stephen Foster': 'Jeanie with the Light Brown Hair'},100.0,Stephen Foster,Jeanie with the Light Brown Hair,100.0,Stephen Foster,Jeanie with the Light Brown Hair,100.0,Stephen Foster,Jeanie with the Light Brown Hair,100.0,Stephen Foster,Jeanie with the Light Brown Hair,100.0,Stephen Foster,Jeanie with the Light Brown Hair,0.0
69,the basic steps of rational decision making include defining goals and,['Identification of alternative plans / policies'],Rational planning model,,None,15.163266492815836,Implement the preferred alternative,Rational planning model,16.666666666666668,"Verify, define, and detail the problem",Rational planning model,100.0,"Verify, define, and detail the problem",Rational planning model,-1.0,None,None,50.0,"Verify, define, detail the problem, give solution or alternative to the problem",Rational planning model,101.0
70,when was the design period known as art deco,['1910 -- 1939'],Art Deco,"1920 until 1939, 1930s, 1940s","{'1920 until 1939': 'Art Deco', '1930s': 'Art Deco', '1940s': 'Art Deco'}",0.0,1925,Art Deco,100.0,1925,Art Deco,100.0,1925,Art Deco,25.0,between 1910 and 1914,Art Deco,100.0,1925,Art Deco,100.0
71,where does the bob and tom show broadcast from,"['WFBQ in Indianapolis , Indiana', 'Indianapolis , Indiana', 'radio station WFBQ in Indianapolis , Indiana']",The Bob & Tom Show,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
72,star wars the clone wars season 3 episode 1,['Clone Cadets'],List of Star Wars: The Clone Wars episodes,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
73,what part of brain is responsible for complex thinking,['the frontal lobe'],Frontal lobe,"frontal lobe, frontal lobes, frontal lobes","{'frontal lobe': 'Frontal lobe', 'frontal lobes': 'Frontal lobe'}",100.0,frontal lobe,Frontal lobe,100.0,frontal lobe,Frontal lobe,100.0,frontal lobe,Frontal lobe,66.66666666666666,The frontal lobe,Frontal lobe,100.0,The frontal lobe,Frontal lobe,33.33333333333334
74,who won the champions league final in 2016,['Real Madrid'],2016 UEFA Champions League Final,,None,0.0,The San Siro,2016 UEFA Champions League Final,100.0,The San Siro,2016 UEFA Champions League Final,100.0,Real Madrid,2016 UEFA Champions League Final,100.0,Real Madrid,2016 UEFA Champions League Final,100.0,Real Madrid,2016 UEFA Champions League Final,100.0
75,who has the most gold medals in the winter olympics of all time,['Norway'],All-time Olympic Games medal table,,None,100.0,Norway,All-time Olympic Games medal table,100.0,Norway,All-time Olympic Games medal table,100.0,Norway,All-time Olympic Games medal table,0.0,Luxembourg,All-time Olympic Games medal table,100.0,Luxembourg,All-time Olympic Games medal table,100.0
76,where was the movie strangers prey at night filmed,"['Covington , Kentucky']",The Strangers: Prey at Night,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
77,what order do the captain america movies go in,['Captain America : The First Avenger'],List of Marvel Cinematic Universe films,,None,0.0,May 3,List of Marvel Cinematic Universe films,100.0,May 3,List of Marvel Cinematic Universe films,50.0,May 6,List of Marvel Cinematic Universe films,0.0,four films per day,List of Marvel Cinematic Universe films,100.0,four films per day,List of Marvel Cinematic Universe films,100.0
78,when does a limit of a function not exist,['if some inputs very close to p are taken to outputs that stay a fixed distance apart'],Limit of a function,"If the inputs ""close"" to ""p"" are taken to values that are very different, if they are not both equal to ""L"" then ""the"" limit, as such, does not exist.
If the limit does not exist there is a non-zero oscillation, one-sided limits either fail to exist or do not agree","{'If the inputs ""close"" to ""p"" are taken to values that are very different': 'Limit of a function', 'if they are not both equal to ""L"" then ""the"" limit, as such, does not exist.\nIf the limit does not exist there is a non-zero oscillation': 'Limit of a function', 'one-sided limits either fail to exist or do not agree': 'Limit of a function'}",100.0,"if some inputs very close to ""p"" are taken to outputs that stay a fixed distance apart",Limit of a function,100.0,"if some inputs very close to ""p"" are taken to outputs that stay a fixed distance apart",Limit of a function,100.0,"if some inputs very close to ""p"" are taken to outputs that stay a fixed distance apart",Limit of a function,100.0,"if some inputs very close to ""p"" are taken to outputs that stay a fixed distance apart",Limit of a function,100.0,"if some inputs very close to ""p"" are taken to outputs that stay a fixed distance apart",Limit of a function,0.0
79,when was i don't like mondays released,"['21 July 1979', '1979']",I Don't Like Mondays,"July 1979, 1980s, July 2 2005","{'July 1979': ""I Don't Like Mondays"", '1980s': ""I Don't Like Mondays"", 'July 2 2005': ""I Don't Like Mondays""}",100.0,1979,I Don't Like Mondays,100.0,1979,I Don't Like Mondays,100.0,1979,I Don't Like Mondays,100.0,1979,I Don't Like Mondays,100.0,1979,I Don't Like Mondays,0.0
80,what do the economic systems of the uk germany and russia have in common,['reached an economy of at least US $2 trillion by GDP in nominal or PPP terms'],World economy,"varying levels of income and cultural and political differences, bedrock economic-political institution, inseparable from the geography and ecology of Earth","{'varying levels of income and cultural and political differences': 'World economy', 'bedrock economic-political institution': 'World economy', 'inseparable from the geography and ecology of Earth': 'World economy'}",55.55555555555556,"more than $2 trillion, €1.25 trillion by nominal GDP",World economy,100.0,inseparable from the geography and ecology of Earth,World economy,100.0,inseparable from the geography and ecology of Earth,World economy,88.88888888888889,inseparable from the geography and ecology of planet Earth,World economy,18.181818181818183,"Turkey, the United Kingdom, the United States and the European Union",World economy,81.81818181818181
81,what does the sun represent on the uruguay flag,"['the May Revolution of 1810', 'represents the May Revolution of 1810']",Flag of Uruguay,May,{'May': 'Flag of Uruguay'},16.666666666666668,a new nation in the world,Flag of Uruguay,100.0,a new nation in the world,Flag of Uruguay,100.0,a new nation in the world,Flag of Uruguay,100.0,the May Revolution of 1810,Flag of Uruguay,100.0,the May Revolution of 1810,Flag of Uruguay,83.33333333333333
82,who dies in season 2 of the originals,['Kol'],The Originals (season 2),,None,-1.0,None,None,0.0,Episodes.,The Originals (season 2),100.0,Episodes.,The Originals (season 2),-1.0,None,None,100.0,Episodes.,The Originals (season 2),101.0
83,when did beryl markham fly across the atlantic,"['September 1936', '4 September 1936']",Beryl Markham,"solo non-stop flight, 1986, Kenya shortly before Markham's death in 1986","{'solo non-stop flight': 'Beryl Markham', '1986': 'Beryl Markham', ""Kenya shortly before Markham's death in 1986"": 'Beryl Markham'}",100.0,4 September 1936,Beryl Markham,100.0,4 September 1936,Beryl Markham,100.0,4 September 1936,Beryl Markham,100.0,1936,Beryl Markham,100.0,1936,Beryl Markham,0.0
84,who played john clark sr on nypd blue,['Joe Spano'],List of NYPD Blue characters,,None,-1.0,None,None,-1.0,None,None,0.0,characters,List of NYPD Blue characters,-1.0,None,None,0.0,Main cast chart,List of NYPD Blue characters,1.0
85,what does the pearl symbolize in the bible,['the Kingdom of Heaven'],Parable of the Pearl,"formation of the Assembly by the hand of the Holy Spirit of God, the Assembly (or Church) for which Christ gave Himself up (sold all that He had), i.e. willingly bore the judgement of God for sin, died, poured out His blood and rose again on the third day. Christians believe the Assembly is the feminine, corporate symbol of bride or wife of Christ, Kingdom of Heaven","{'formation of the Assembly by the hand of the Holy Spirit of God': 'Parable of the Pearl', 'the Assembly (or Church) for which Christ gave Himself up (sold all that He had), i.e. willingly bore the judgement of God for sin, died, poured out His blood and rose again on the third day. Christians believe the Assembly is the feminine, corporate symbol of bride or wife of Christ': 'Parable of the Pearl', 'Kingdom of Heaven': 'Parable of the Pearl'}",100.0,Kingdom of Heaven,Parable of the Pearl,100.0,Kingdom of Heaven,Parable of the Pearl,100.0,Kingdom of Heaven,Parable of the Pearl,100.0,Kingdom of Heaven,Parable of the Pearl,100.0,Kingdom of Heaven,Parable of the Pearl,0.0
