,Question,GT Answer,GT Topic,2008 Bleu Score,2008 Predicted,2008 Topic,2014 Bleu Score,2014 Predicted,2014 Topic,2016 Bleu Score,2016 Predicted,2016 Topic,2018 Bleu Score,2018 Predicted,2018 Topic,2020 Bleu Score,2020 Predicted,2020 Topic,2021 Bleu Score,2021 Predicted,2021 Topic,max - min
55,who does the voice of ash in sing,['Scarlett Johansson'],Sing (2016 American film),0.0,Lucy Alexis Liu,Lucy Liu,0.0,"Lorraine Bracco, Peter Dobson and Jessica Steen",Sing (1989 film),12.500000000000004,"Matthew McConaughey, Reese Witherspoon, Seth MacFarlane, Tori Kelly, John C. Reilly, Taron Egerton, and Scarlett Johansson",Sing (2016 film),6.25,"Matthew McConaughey, Reese Witherspoon, Seth MacFarlane, Scarlett Johansson, John C. Reilly, Taron Egerton, and Tori Kelly",Sing (2016 American film),5.555555555555554,"Matthew McConaughey, Reese Witherspoon, Seth MacFarlane, Scarlett Johansson, John C. Reilly, Nick Kroll, Taron Egerton, and Tori Kelly",Sing (2016 American film),6.25,"Matthew McConaughey, Reese Witherspoon, Seth MacFarlane, Scarlett Johansson, John C. Reilly, Taron Egerton, and Tori Kelly",Sing (2016 American film),12.500000000000004
56,who scored the most points in their nba career,['Kareem Abdul - Jabbar'],List of National Basketball Association career scoring leaders,0.0,"This is a list of National Basketball Association players by total career regular season points scored through games played on November 11, 2007.",List of National Basketball Association career scoring leaders,0.0,National Basketball Association players by total career regular season points scored.,List of National Basketball Association career scoring leaders,0.0,the player with the highest points per game average in a given season,List of National Basketball Association annual scoring leaders,0.0,Wilt Chamberlain,List of National Basketball Association annual scoring leaders,0.0,Bobby McDermott,List of National Basketball League (United States) scoring leaders,0.0,Bobby McDermott,List of National Basketball League (United States) scoring leaders,0.0
57,with a land area of 54 314 square miles where does wisconsin rank among the 50 states,['25'],List of U.S. states and territories by population density,0.0,"50 United States of America (U.S.) states, ordered by population density. The data are from the 2000 U.S. Census.",List of U.S. states by population density,0.0,one twelfth that of the Netherlands,List of U.S. states by population density,0.0,50 states,List of U.S. states by population density,0.0,"population density, population rank, and land area",List of U.S. states and territories by population density,0.0,"1900–2015, Federal Reserve economic data.",List of U.S. states and territories by historical population,0.0,1790–1860,List of U.S. states and territories by historical population,0.0
58,who plays charles on have and have nots,"['Nick Sagar', 'Nick Sager']",The Haves and the Have Nots (TV series),0.0,Brad Pitt,The One with the Rumor,0.0,Tyler Perry,List of The Haves and the Have Nots (TV series) episodes,0.0,Tyler Perry,List of The Haves and the Have Nots episodes,0.0,Angela Robinson,The Haves and the Have Nots (TV series),0.0,Angela Robinson,The Haves and the Have Nots (TV series),0.0,Tyler,The Haves and the Have Nots (TV series),0.0
59,where is nathan's hotdog eating contest held,"[""at Nathan 's Famous Corporation 's original , and best - known restaurant at the corner of Surf and Stillwell Avenues in Coney Island , a neighborhood of Brooklyn , New York City""]",Nathan's Hot Dog Eating Contest,8.031845650992054,"Hot Dog Eating Wall of Fame"" was erected at the site of the annual contest",Nathan's Hot Dog Eating Contest,33.80208288388387,"Nathan's Famous Corporation's original, and best-known restaurant at the corner of Surf and Stillwell Avenues in Coney Island",Nathan's Hot Dog Eating Contest,5.40426842844012,"Coney Island, a neighborhood of Brooklyn, New York City",Nathan's Hot Dog Eating Contest,5.40426842844012,"Coney Island, a neighborhood of Brooklyn, New York City",Nathan's Hot Dog Eating Contest,5.40426842844012,"Coney Island, a neighborhood of Brooklyn, New York City",Nathan's Hot Dog Eating Contest,5.40426842844012,"Coney Island, a neighborhood of Brooklyn, New York City",Nathan's Hot Dog Eating Contest,28.39781445544375
60,who wrote the book my country my life,"['L.K. Advani', 'L.K. Advani , an Indian politician who served as the Deputy Prime Minister of India from 2002 to 2004 , and was the Leader of the Opposition in the 15th Lok Sabha']",My Country My Life,0.0,Laura Poitras,"My Country, My Country",0.0,Don Raye,This Is My Country,0.0,Don Raye,This Is My Country,100.0,L.K. Advani,My Country My Life,100.0,L.K. Advani,My Country My Life,100.0,L.K. Advani,My Country My Life,100.0
61,what does it mean to be on parole,"['a temporary release of a prisoner who agrees to certain conditions before the completion of the maximum sentence period', 'temporary release of a prisoner who agrees to certain conditions before the completion of the maximum sentence period']",Parole,19.047619047619047,time off for good behavior is automatic absent a certain number (or gravity) of infractions committed by a convict while incarcerated,Parole,20.944996871488776,it is enough that it be related to the purposes of supervised release,United States federal probation and supervised release,20.944996871488776,it is enough that it be related to the purposes of supervised release,United States federal probation and supervised release,20.944996871488776,it is enough that it be related to the purposes of supervised release,United States federal probation and supervised release,20.944996871488776,it is enough that it be related to the purposes of supervised release,United States federal probation and supervised release,20.944996871488776,it is enough that it be related to the purposes of supervised release,United States federal probation and supervised release,1.8973778238697285
62,when did the east india company take control of india,"['1612', '1799', '1757', 'in 1757']",East India Company,0.0,East India Company was the name of several historical European companies chartered with the monopoly of trading with Asia; more specifically with India.,East India Company,0.0,1858,East India Company,0.0,1858,East India Company,10.000000000000002,The company took this respite to seize Manila in 1762,East India Company,0.0,1765,East India Company,0.0,1672,East India Company,10.000000000000002
63,the origins of the stations of the cross,"['pilgrimages to Jerusalem and a desire to reproduce Via Dolorosa', 'grew out of imitations of Via Dolorosa in Jerusalem which is believed to be the actual path Jesus walked to Mount Calvary', 'Via Dolorosa in Jerusalem which is believed to be the actual path Jesus walked to Mount Calvary']",Stations of the Cross,28.57142857142857,"The stations began as an attempt to recreate, or as a substitute for, the devotions in Jerusalem (now the Via Crucis) visiting in turn what were believed to be the original sites of the events",Stations of the Cross,14.715177646857693,composed in the 13th century,Stations of the Cross,51.3417119032592,imitations of Via Dolorosa in Jerusalem,Stations of the Cross,51.3417119032592,imitations of Via Dolorosa in Jerusalem,Stations of the Cross,51.3417119032592,imitations of Via Dolorosa in Jerusalem,Stations of the Cross,51.3417119032592,imitations of Via Dolorosa in Jerusalem,Stations of the Cross,36.62653425640151
64,where does the water come from to fill lake eyre,['Warburton River'],Lake Eyre,0.0,usually collecting in a number of smaller sub-lakes on the playa,Lake Eyre,100.0,Warburton River,Lake Eyre,100.0,Warburton River,Lake Eyre,100.0,Warburton River,Lake Eyre,100.0,Warburton River,Lake Eyre,100.0,Warburton River,Lake Eyre,100.0
65,who is the founder of google and when was it founded,"['1998 by Larry Page and Sergey Brin', '1998']",Google,67.03200460356393,Larry Page and Sergey Brin,Google,10.000000000000002,"multinational public cloud computing, Internet search technologies, and robotics corporation",Outline of Google,100.0,Larry Page,Google,0.0,Google Search,Outline of Google,67.03200460356393,Larry Page and Sergey Brin,Google,100.0,1998,Google,100.0
66,who did the dominican republic gain its independence from,['Haiti'],Dominican War of Independence,100.0,Haiti,Dominican War of Independence,100.0,Haiti,Dominican War of Independence,9.09090909090909,The Dominican Independence War gave the Dominican Republic autonomy from Haiti,Dominican War of Independence,100.0,Haiti,Dominican War of Independence,9.09090909090909,The Dominican Independence War gave the Dominican Republic autonomy from Haiti,Dominican War of Independence,100.0,Haiti,Dominican War of Independence,90.9090909090909
67,how did early humans make use of stones during the prehistoric period,"['start fires', 'to start fires , hunt , and bury their dead']",Prehistoric technology,10.000000000000002,limited use of tools and few if any permanent settlements,History of technology,58.41005873035536,"to start fires, hunt, and bury their dead",Prehistoric technology,58.41005873035536,"to start fires, hunt, and bury their dead",Prehistoric technology,58.41005873035536,"to start fires, hunt, and bury their dead",Prehistoric technology,58.41005873035536,"to start fires, hunt, and bury their dead",Prehistoric technology,58.41005873035536,"to start fires, hunt, and bury their dead",Prehistoric technology,48.41005873035536
68,who wrote the text for jeanie with the light brown hair,['Stephen Foster'],Jeanie with the Light Brown Hair,100.0,Stephen Foster,Jeanie with the Light Brown Hair,100.0,Stephen Foster,Jeanie with the Light Brown Hair,0.0,The Georgettes,Jeannie Jeannie Jeannie,0.0,Charles Schulz,Sally Brown,100.0,Stephen Foster,Jeanie with the Light Brown Hair,100.0,Stephen Foster,Jeanie with the Light Brown Hair,100.0
69,the basic steps of rational decision making include defining goals and,['Identification of alternative plans / policies'],Rational planning model,15.163266492815836,Implementing the preferred alternative,Rational Planning Model,0.0,"Verify, define, and detail the problem",Rational planning model,2.0,"Step 2 highlights the need to understand which factors should be considered as part of the decision making process. At this part of the process, all the economic, social, and environmental factors that are important to the policy decision need to be identified and then expressed as policy decision criteria",Rational planning model,2.0,"Step 2 highlights the need to understand which factors should be considered as part of the decision making process. At this part of the process, all the economic, social, and environmental factors that are important to the policy decision need to be identified and then expressed as policy decision criteria",Rational planning model,8.333333333333332,"Verify, define, detail the problem, give solution or alternative to the problem",Rational planning model,8.333333333333332,"Verify, define, detail the problem, give solution or alternative to the problem",Rational planning model,15.163266492815836
70,when was the design period known as art deco,['1910 -- 1939'],Art Deco,33.33333333333333,1920 until 1939,Art Deco,0.0,interwar period,Art Deco,0.0,1925,Art Deco,0.0,just before World War I,Art Deco,25.0,between 1910 and 1914,Art Deco,0.0,between 1922 and 1925,Art Deco,33.33333333333333
71,where does the bob and tom show broadcast from,"['WFBQ in Indianapolis , Indiana', 'Indianapolis , Indiana', 'radio station WFBQ in Indianapolis , Indiana']",The Bob & Tom Show,0.0,ABC,Tom and Jerry Show,0.0,The WB,The Tom Show,0.0,The WB,The Tom Show,0.0,The WB,The Tom Show,0.0,"The WB on Sunday nights from September 7, 1997 to February 22, 1998",The Tom Show,0.0,"The WB on Sunday nights from September 7, 1997, to February 22, 1998",The Tom Show,0.0
72,star wars the clone wars season 3 episode 1,['Clone Cadets'],List of Star Wars: The Clone Wars episodes,3.571428571428572,"the Clone Wars borrows from multiple mythical, literary, and historical influences and parallels. Writers and critics have debated over which parallels are most prominent or consistent.
Political and military",Clone Wars (Star Wars),0.0,War in Iraq,Clone Wars (Star Wars),-1.0,None,None,0.0,discomforting – that the corrupt tyranny referred to is our own,Clone Wars (Star Wars),0.0,Animation,Clone Wars (Star Wars),0.0,"""Revenge of the Sith""",Clone Wars (Star Wars),4.571428571428572
73,what part of brain is responsible for complex thinking,['the frontal lobe'],Frontal lobe,40.0,Portions of the parietal lobe,Parietal lobe,66.66666666666666,The frontal lobe,Frontal lobe,66.66666666666666,The frontal lobe,Frontal lobe,66.66666666666666,The frontal lobe,Frontal lobe,66.66666666666666,The frontal lobe,Frontal lobe,66.66666666666666,The frontal lobe,Frontal lobe,26.666666666666657
74,who won the champions league final in 2016,['Real Madrid'],2016 UEFA Champions League Final,0.0,the winner of each one met in the final.,1992 European Cup Final,0.0,"It will be played at the San Siro stadium in Milan, Italy, on 28 May 2016",2016 UEFA Champions League Final,0.0,"if Russia, qualified as host country, or Germany, qualified as the 2014 FIFA World Cup champions, win Euro 2016; the best-placed FIFA member not yet qualified will take the spot.",UEFA Euro 2016 Final,0.0,Portugal,UEFA Euro 2016 Final,100.0,Real Madrid,2016 UEFA Champions League Final,100.0,Real Madrid,2016 UEFA Champions League Final,100.0
