,Question,GT Answer,GT Topic,2008 Bleu Score,2008 Predicted,2008 Topic,2014 Bleu Score,2014 Predicted,2014 Topic,2016 Bleu Score,2016 Predicted,2016 Topic,2018 Bleu Score,2018 Predicted,2018 Topic,2020 Bleu Score,2020 Predicted,2020 Topic,2021 Bleu Score,2021 Predicted,2021 Topic,max - min
66,who did the dominican republic gain its independence from,['Haiti'],Dominican War of Independence,100.0,Haiti,Dominican War of Independence,100.0,Haiti,Dominican War of Independence,100.0,Haiti,Dominican War of Independence,100.0,Haiti,Dominican War of Independence,100.0,Haiti,Dominican War of Independence,100.0,Haiti,Dominican War of Independence,0.0
67,how did early humans make use of stones during the prehistoric period,"['start fires', 'to start fires , hunt , and bury their dead']",Prehistoric technology,-1.0,None,None,58.41005873035536,"to start fires, hunt, and bury their dead",Prehistoric technology,58.41005873035536,"to start fires, hunt, and bury their dead",Prehistoric technology,0.0,maximizing the resources in local environments,Prehistoric technology,20.0,Ground and polished stone tools,Prehistoric technology,0.0,maximizing the resources in local environments,Prehistoric technology,59.41005873035536
68,who wrote the text for jeanie with the light brown hair,['Stephen Foster'],Jeanie with the Light Brown Hair,100.0,Stephen Foster,Jeanie with the Light Brown Hair,100.0,Stephen Foster,Jeanie with the Light Brown Hair,100.0,Stephen Foster,Jeanie with the Light Brown Hair,100.0,Stephen Foster,Jeanie with the Light Brown Hair,100.0,Stephen Foster,Jeanie with the Light Brown Hair,100.0,Stephen Foster,Jeanie with the Light Brown Hair,0.0
69,the basic steps of rational decision making include defining goals and,['Identification of alternative plans / policies'],Rational planning model,-1.0,None,None,15.163266492815836,Implement the preferred alternative,Rational planning model,0.5882352941176469,"wellequipped and accessible hospitals, and equal access to medical care by rich and poor alike?""
The problems faced when using the rational model arise in practice because social and environmental values can be difficult to quantify and forge consensus around. Furthermore, the assumptions stated by Simon are never fully valid in a real world context.
However, as Thomas states the rational model provides a good perspective since in modern society rationality plays a central role and everything that is rational tends to be prized. Thus, it does not seem strange that “we ought to be trying for rational decision-making”.
Decision Criteria for Policy Analysis — Step 2.
As illustrated in Figure 1, rational policy analysis can be broken into 6 distinct stages of analysis. Step 2 highlights the need to understand which factors should be considered as part of the decision making process. At this part of the process, all the economic, social, and environmental factors that are important to the policy decision need to be identified and then expressed as policy decision criteria",Rational planning model,2.0,"Step 2 highlights the need to understand which factors should be considered as part of the decision making process. At this part of the process, all the economic, social, and environmental factors that are important to the policy decision need to be identified and then expressed as policy decision criteria",Rational planning model,-1.0,None,None,8.333333333333332,"Verify, define, detail the problem, give solution or alternative to the problem.
Verifying",Rational planning model,16.163266492815836
70,when was the design period known as art deco,['1910 -- 1939'],Art Deco,33.33333333333333,1920 until 1939,Art Deco,0.0,1925,Art Deco,0.0,1925,Art Deco,0.0,1925,Art Deco,25.0,between 1910 and 1914,Art Deco,0.0,1925,Art Deco,33.33333333333333
71,where does the bob and tom show broadcast from,"['WFBQ in Indianapolis , Indiana', 'Indianapolis , Indiana', 'radio station WFBQ in Indianapolis , Indiana']",The Bob & Tom Show,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
72,star wars the clone wars season 3 episode 1,['Clone Cadets'],List of Star Wars: The Clone Wars episodes,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
73,what part of brain is responsible for complex thinking,['the frontal lobe'],Frontal lobe,60.653065971263345,frontal lobe,Frontal lobe,60.653065971263345,frontal lobe,Frontal lobe,60.653065971263345,frontal lobe,Frontal lobe,60.653065971263345,frontal lobe,Frontal lobe,66.66666666666666,The frontal lobe,Frontal lobe,66.66666666666666,The frontal lobe,Frontal lobe,6.013600695403312
74,who won the champions league final in 2016,['Real Madrid'],2016 UEFA Champions League Final,-1.0,None,None,0.0,The San Siro,2016 UEFA Champions League Final,0.0,The San Siro,2016 UEFA Champions League Final,100.0,Real Madrid,2016 UEFA Champions League Final,100.0,Real Madrid,2016 UEFA Champions League Final,100.0,Real Madrid,2016 UEFA Champions League Final,101.0
75,who has the most gold medals in the winter olympics of all time,['Norway'],All-time Olympic Games medal table,-1.0,None,None,100.0,Norway,All-time Olympic Games medal table,100.0,Norway,All-time Olympic Games medal table,100.0,Norway,All-time Olympic Games medal table,0.0,Luxembourg,All-time Olympic Games medal table,0.0,France,All-time Olympic Games medal table,101.0
76,where was the movie strangers prey at night filmed,"['Covington , Kentucky']",The Strangers: Prey at Night,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
77,what order do the captain america movies go in,['Captain America : The First Avenger'],List of Marvel Cinematic Universe films,-1.0,None,None,0.0,May 3,List of Marvel Cinematic Universe films,0.0,May 3,List of Marvel Cinematic Universe films,0.0,May 6,List of Marvel Cinematic Universe films,0.0,four films per day,List of Marvel Cinematic Universe films,0.0,three,List of Marvel Cinematic Universe films,1.0
78,when does a limit of a function not exist,['if some inputs very close to p are taken to outputs that stay a fixed distance apart'],Limit of a function,40.35588735026947,"If the inputs ""close"" to ""p"" are taken to values that are very different",Limit of a function,94.11764705882352,"if some inputs very close to ""p"" are taken to outputs that stay a fixed distance apart",Limit of a function,94.11764705882352,"if some inputs very close to ""p"" are taken to outputs that stay a fixed distance apart",Limit of a function,94.11764705882352,"if some inputs very close to ""p"" are taken to outputs that stay a fixed distance apart",Limit of a function,94.11764705882352,"if some inputs very close to ""p"" are taken to outputs that stay a fixed distance apart",Limit of a function,94.11764705882352,"if some inputs very close to ""p"" are taken to outputs that stay a fixed distance apart",Limit of a function,53.76175970855405
79,when was i don't like mondays released,"['21 July 1979', '1979']",I Don't Like Mondays,100.0,July 1979,I Don't Like Mondays,100.0,1979,I Don't Like Mondays,100.0,1979,I Don't Like Mondays,100.0,1979,I Don't Like Mondays,100.0,1979,I Don't Like Mondays,100.0,1979,I Don't Like Mondays,0.0
80,what do the economic systems of the uk germany and russia have in common,['reached an economy of at least US $2 trillion by GDP in nominal or PPP terms'],World economy,5.104731378176962,varying levels of income and cultural and political differences,World economy,25.523656890884816,"more than $2 trillion, €1.25 trillion by nominal GDP",World economy,4.59849301464303,the world economy exclusively to human economic activity,World economy,4.59849301464303,inseparable from the geography and ecology of Earth,World economy,56.00000000000001,"As of 2020, the following 15 countries or collectives have reached an economy of at least US$2 trillion by GDP in nominal or PPP terms",World economy,5.333333333333334,"China, the UK, Germany, Japan, France, and Canada. In 2015, research and development constituted an average 2.2% of the global GDP according to the UNESCO Institute for Statistics. Metrics and rankings of innovation include the Bloomberg Innovation Index, the Global Innovation Index and the share of Nobel laureates per capita.
Resources and environment.
From the scientific perspective, economic activities are embedded in a web of dynamic, interrelated, and interdependent activities that constitute the natural system of Earth",World economy,51.401506985356974
81,what does the sun represent on the uruguay flag,"['the May Revolution of 1810', 'represents the May Revolution of 1810']",Flag of Uruguay,1.8315638888734178,May,Flag of Uruguay,16.666666666666668,a new nation in the world,Flag of Uruguay,16.666666666666668,a new nation in the world,Flag of Uruguay,16.666666666666668,a new nation in the world,Flag of Uruguay,100.0,the May Revolution of 1810,Flag of Uruguay,100.0,the May Revolution of 1810,Flag of Uruguay,98.16843611112658
82,who dies in season 2 of the originals,['Kol'],The Originals (season 2),-1.0,None,None,-1.0,None,None,0.0,Episodes.,The Originals (season 2),0.0,Episodes.,The Originals (season 2),-1.0,None,None,0.0,Episodes.,The Originals (season 2),1.0
83,when did beryl markham fly across the atlantic,"['September 1936', '4 September 1936']",Beryl Markham,0.0,solo non-stop flight,Beryl Markham,100.0,4 September 1936,Beryl Markham,100.0,4 September 1936,Beryl Markham,100.0,4 September 1936,Beryl Markham,100.0,4 September 1936,Beryl Markham,66.66666666666666,16 September 1936,Beryl Markham,100.0
84,who played john clark sr on nypd blue,['Joe Spano'],List of NYPD Blue characters,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,characters,List of NYPD Blue characters,-1.0,None,None,0.0,Main cast chart,List of NYPD Blue characters,1.0
85,what does the pearl symbolize in the bible,['the Kingdom of Heaven'],Parable of the Pearl,71.65313105737893,Kingdom of Heaven,Parable of the Pearl,71.65313105737893,Kingdom of Heaven,Parable of the Pearl,71.65313105737893,Kingdom of Heaven,Parable of the Pearl,71.65313105737893,Kingdom of Heaven,Parable of the Pearl,71.65313105737893,Kingdom of Heaven,Parable of the Pearl,71.65313105737893,Kingdom of Heaven,Parable of the Pearl,0.0
86,when did the song here comes the boom come out,"['May 14 , 2002', 'May 2002']",Boom (P.O.D. song),-1.0,None,None,100.0,May 2002,Boom (P.O.D. song),100.0,May 2002,Boom (P.O.D. song),-1.0,None,None,-1.0,None,None,100.0,May 2002,Boom (P.O.D. song),101.0
87,does archie end up with betty or veronica in riverdale,"['neither issue made it clear whether Archie was married to Betty or Veronica', 'Betty']",Archie Marries Veronica/Archie Marries Betty,-1.0,None,None,100.0,Veronica,Archie Marries Veronica/Archie Marries Betty,100.0,Betty,Archie Marries Veronica/Archie Marries Betty,66.66666666666666,Archie Marries Betty,Archie Marries Veronica/Archie Marries Betty,100.0,Betty,Archie Marries Veronica/Archie Marries Betty,100.0,Betty,Archie Marries Veronica/Archie Marries Betty,101.0
88,who wrote most of the declaration of independance,['Thomas Jefferson'],United States Declaration of Independence,50.0,Thomas Paine,United States Declaration of Independence,0.0,"Jefferson, Franklin, and Adams",United States Declaration of Independence,0.0,John Adams,United States Declaration of Independence,0.0,"Jefferson, Franklin, and Adams",United States Declaration of Independence,0.0,Paul Harvey,United States Declaration of Independence,0.0,John Adams,United States Declaration of Independence,50.0
89,who does brant daugherty play in pretty little liars,['Noel Kahn'],Brant Daugherty,-1.0,None,None,100.0,Noel Kahn,Brant Daugherty,100.0,Noel Kahn,Brant Daugherty,100.0,Noel Kahn,Brant Daugherty,100.0,Noel Kahn,Brant Daugherty,100.0,Noel Kahn,Brant Daugherty,101.0
90,how does the power of judicial review check the legislative and executive branches,['to supervise the legislative and executive branches when the latter exceed their authority'],Judicial review,14.816364413634359,if they clashed with the Constitution and/or the parent legislation,Judicial review,31.140322391459772,supervise the legislative and executive branches,Judicial review,31.140322391459772,when the latter exceed their authority,Judicial review,31.140322391459772,when the latter exceed their authority,Judicial review,31.140322391459772,when the latter exceed their authority,Judicial review,31.140322391459772,when the latter exceed their authority,Judicial review,16.323957977825415
91,who played amy grant i i can only imagine,['Nicole DuPort'],I Can Only Imagine (film),-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,Bart Millard,I Can Only Imagine (film),0.0,J. Michael Finley,I Can Only Imagine (film),0.0,J. Michael Finley,I Can Only Imagine (film),1.0
92,art of learning from text objects or speech,['Natural - language processing ( NLP )'],Natural-language processing,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,speech recognition,Natural-language processing,-1.0,None,None,-1.0,None,None,1.0
93,india gdp growth rate in last 10 years,['6 - 7 % average GDP growth annually'],Economy of India,0.0,9.4%,Economy of India,0.0,4.7%,Economy of India,0.0,13.7%,Economy of India,0.0,6-7%,Economy of India,0.0,"6% to 7%,",Economy of India,0.0,"6% to 7%,",Economy of India,0.0
94,who played the villain in tiger zinda hai,['Sajjad Delafrooz'],Tiger Zinda Hai,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,Salman,Tiger Zinda Hai,0.0,Salman,Tiger Zinda Hai,0.0,Khan,Tiger Zinda Hai,1.0
95,when did under the cork tree come out,"['May 3 , 2005']",From Under the Cork Tree,47.76875403825262,"May 3, 2005",From Under the Cork Tree,47.76875403825262,"May 3, 2005",From Under the Cork Tree,47.76875403825262,"May 3, 2005",From Under the Cork Tree,47.76875403825262,"May 3, 2005",From Under the Cork Tree,47.76875403825262,"May 3, 2005",From Under the Cork Tree,47.76875403825262,"May 3, 2005",From Under the Cork Tree,0.0
