,Question,GT Answer,GT Topic,2008 Predicted,2008 Topic,2014 Bleu Score,2014 Predicted,2014 Topic,2016 Bleu Score,2016 Predicted,2016 Topic,2018 Bleu Score,2018 Predicted,2018 Topic,2020 Bleu Score,2020 Predicted,2020 Topic,2021 Bleu Score,2021 Predicted,2021 Topic,max - min
59,who won season 2 of real chance of love,"['Doll', 'Jackie DaFonseca']",Real Chance of Love (season 2),,None,0.0,The Pink Team,Real Chance of Love (season 2),100.0,The Pink Team,Real Chance of Love (season 2),100.0,The Pink Team,Real Chance of Love (season 2),-1.0,None,None,100.0,The Pink Team,Real Chance of Love (season 2),101.0
60,which nfl coach has the most superbowl rings,['Bill Belichick'],List of Super Bowl head coaches,,None,0.0,Chuck Noll,List of Super Bowl head coaches,-1.0,None,None,-1.0,None,None,0.0,Coaches with multiple Super Bowl appearances,List of Super Bowl head coaches,0.0,Mike Holmgren and Dan Reeves,List of Super Bowl head coaches,1.0
61,where are the winter olympic games being held this year,"['Pyeongchang County , Gangwon Province , South Korea', 'Pyeongchang County , South Korea']",2018 Winter Olympics,"2018 Winter Olympics, officially known as the XXIII Olympic Winter Games, will be celebrated in 2018, and are an international winter sports athletic event that has yet to be organized by the International Olympic Committee (IOC). The organization, under the leadership of Jacques Rogge, is currently preparing to mount calls for cities to bid for the honor of hosting the event. The deadline for bids is January 2009. The winning bid should be announced in mid-2011.
Potential bids.
Europe.
On July 4, 2007 Sochi, Russia","{'2018 Winter Olympics, officially known as the XXIII Olympic Winter Games, will be celebrated in 2018, and are an international winter sports athletic event that has yet to be organized by the International Olympic Committee (IOC). The organization, under the leadership of Jacques Rogge, is currently preparing to mount calls for cities to bid for the honor of hosting the event. The deadline for bids is January 2009. The winning bid should be announced in mid-2011.\nPotential bids.\nEurope.\nOn July 4, 2007 Sochi, Russia': '2018 Winter Olympics'}",34.227807935506135,"Pyeongchang, South Korea",2018 Winter Olympics,66.66666666666666,"PyeongChang, South Korea",2018 Winter Olympics,75.0,"Pyeongchang County, South Korea",2018 Winter Olympics,83.33333333333334,"Pyeongchang County, Gangwon Province, South Korea",2018 Winter Olympics,100.0,"Pyeongchang County, Gangwon Province, South Korea",2018 Winter Olympics,65.77219206449386
62,when does the first nba basketball game start,"['October 17 , 2017']",2017–18 NBA season,,None,-1.0,None,None,-1.0,None,None,47.76875403825262,"October 17, 2017",2017–18 NBA season,100.0,"October 17, 2017",2017–18 NBA season,100.0,"October 17, 2017",2017–18 NBA season,101.0
63,how long did the democrats control the house and senate,"['57 yrs', '35 yrs']",Political power in the United States over time,,None,-1.0,None,None,50.0,35 years,Political power in the United States over time,100.0,35 years,Political power in the United States over time,-1.0,None,None,-1.0,None,None,101.0
64,ahana from dil sambhal ja zara real name,['Smriti Kalra'],Dil Sambhal Jaa Zara,,None,-1.0,None,None,-1.0,None,None,0.0,Rehaan,Dil Sambhal Jaa Zara,0.0,Be Careful My Heart,Dil Sambhal Jaa Zara,100.0,Be Careful My Heart,Dil Sambhal Jaa Zara,101.0
65,when do love and hip hop new york come back on,"['October 30 , 2017', 'November 13 , 2017']",Love & Hip Hop: New York,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
66,when did dragon ball super tournament of power start,"['Survive ! The Tournament of Power Begins at Last ! !', ""`` Survive ! The Tournament of Power Begins at Last ! ! ''"", 'February 19 , 2017']",List of Dragon Ball Super episodes,,None,-1.0,None,None,0.0,"July 5, 2015",List of Dragon Ball Super episodes,100.0,"July 5, 2015",List of Dragon Ball Super episodes,100.0,"July 5, 2015",List of Dragon Ball Super episodes,100.0,"July 5, 2015",List of Dragon Ball Super episodes,101.0
67,when was it was not death for i stood up published,"['1890', '1891']",List of Emily Dickinson poems,"1092, 1342, it was not --","{'1092': 'List of Emily Dickinson poems', '1342': 'List of Emily Dickinson poems', 'it was not --': 'List of Emily Dickinson poems'}",-1.0,None,None,0.0,1981,List of Emily Dickinson poems,100.0,1981,List of Emily Dickinson poems,-1.0,None,None,100.0,1981,List of Emily Dickinson poems,101.0
68,what is the definition of the name thomas,"['twin', ""`` twin ''""]",Thomas (name),twin,{'twin': 'Thomas (name)'},100.0,twin,Thomas (name),100.0,twin,Thomas (name),100.0,twin,Thomas (name),0.0,"twin"" and ""leader.""",Thomas (name),100.0,twin,Thomas (name),100.0
69,who is president of india in present time,['Ram Nath Kovind'],List of Presidents of India,the persons sworn into the office as President of India following the adoption of the Indian constitution in 1950,{'the persons sworn into the office as President of India following the adoption of the Indian constitution in 1950': 'List of Presidents of India'},0.0,Rajendra Prasad,List of Presidents of India,100.0,Rajendra Prasad,List of Presidents of India,100.0,Ram Nath Kovind,List of Presidents of India,-1.0,None,None,-1.0,None,None,101.0
70,when did season 4 of glee come out,"['September 13 , 2012', 'September 13 , 2012 ( 2012 - 09 - 13 ) -- May 9 , 2013']",Glee (season 4),,None,47.76875403825262,"September 13, 2012",Glee (season 4),100.0,"September 13, 2012",Glee (season 4),100.0,"September 13, 2012",Glee (season 4),100.0,"September 13, 2012",Glee (season 4),100.0,"September 13, 2012",Glee (season 4),52.23124596174738
71,chief ministers of tamil nadu mentioned on wikipedia,"['C.N. Annadurai', 'A. Subbarayalu Reddiar']",List of Chief Ministers of Tamil Nadu,"The complete list of Chief Ministers of Tamil Nadu consists of the heads of government in the history of the state of Tamil Nadu in India since 1920, The Chief Minister of Tamil Nadu, like other Chief Ministers of India, is elected by legislators of the political party or the coalition which commands a simple majority in the legislative assembly, Madras State","{'The complete list of Chief Ministers of Tamil Nadu consists of the heads of government in the history of the state of Tamil Nadu in India since 1920': 'List of Chief Ministers of Tamil Nadu', 'The Chief Minister of Tamil Nadu, like other Chief Ministers of India, is elected by legislators of the political party or the coalition which commands a simple majority in the legislative assembly': 'List of Chief Ministers of Tamil Nadu', 'Madras State': 'List of Chief Ministers of Tamil Nadu'}",100.0,The complete list of Chief Ministers of Tamil Nadu consists of the heads of government in the history of the state of Tamil Nadu in India since 1920,List of Chief Ministers of Tamil Nadu,100.0,The complete list of Chief Ministers of Tamil Nadu consists of the heads of government in the history of the state of Tamil Nadu in India since 1920,List of Chief Ministers of Tamil Nadu,100.0,The complete list of Chief Ministers of Tamil Nadu consists of the heads of government in the history of the state of Tamil Nadu in India since 1920,List of Chief Ministers of Tamil Nadu,-1.0,None,None,-1.0,None,None,101.0
72,who got the first arjun award in athletics,['Gurbachan Singh Randhawa'],Arjuna Award,"1961 by the government of India to recognize outstanding achievement in National sports. The award carries a cash prize of Rs 300,000, a bronze statuette of Arjuna and a scroll. Arjuna awardees for 2007
Over the years the scope of the award has been expanded and a large number of sportspersons","{'1961 by the government of India to recognize outstanding achievement in National sports. The award carries a cash prize of Rs 300,000, a bronze statuette of Arjuna and a scroll. Arjuna awardees for 2007\nOver the years the scope of the award has been expanded and a large number of sportspersons': 'Arjuna Award'}",21.36685592740961,"19 athletes were announced as Arjuna recipients; the high number due to the inclusion of both the 2010 Commonwealth Games and 2010 Asian Games in the Arjuna qualifying year.
In 2012, 25 sportspersons",Arjuna Award,100.0,"19 athletes were announced as Arjuna recipients; the high number due to the inclusion of both the 2010 Commonwealth Games and 2010 Asian Games in the Arjuna qualifying year.
In 2012, 25 sportspersons",Arjuna Award,78.57142857142857,"1961, the award carries a cash prize of 500,000, a bronze statue of Arjuna",Arjuna Award,100.0,bronze statuette of Arjuna,Arjuna Award,25.0,Dhyan Chand and Dronacharya,Arjuna Award,78.6331440725904
73,what is the genus of a bald eagle,['Haliaeetus'],Bald eagle,,None,100.0,Haliaeetus,Bald eagle,100.0,Haliaeetus,Bald eagle,100.0,Haliaeetus,Bald eagle,100.0,Haliaeetus,Bald eagle,100.0,Haliaeetus,Bald eagle,0.0
74,who was first governor general of british india,"['Warren Hastings', 'Louis Mountbatten']",Governor-General of India,"Louis Mountbatten, 1st Earl Mountbatten, Warren Hastings and Chakravarti Rajagopalchari, The Governor-General of India","{'Louis Mountbatten, 1st Earl Mountbatten': 'Governor-General of India', 'Warren Hastings and Chakravarti Rajagopalchari': 'Governor-General of India', 'The Governor-General of India': 'Governor-General of India'}",100.0,Warren Hastings,Governor-General of India,100.0,Warren Hastings,Governor-General of India,100.0,Warren Hastings,Governor-General of India,100.0,1st Earl Mountbatten,Governor-General of India,100.0,Louis Mountbatten,Governor-General of India,0.0
75,who does bryce dallas howard play in the grinch,['Surprised Who'],Bryce Dallas Howard,"Alfred Molina, Henry Winkler, Lindsay Lohan","{'Alfred Molina': 'Bryce Dallas Howard', 'Henry Winkler': 'Bryce Dallas Howard', 'Lindsay Lohan': 'Bryce Dallas Howard'}",0.0,Joaquin Phoenix,Bryce Dallas Howard,0.0,Victoria,Bryce Dallas Howard,100.0,Victoria,Bryce Dallas Howard,100.0,Victoria,Bryce Dallas Howard,0.0,Hilly Holbrook,Bryce Dallas Howard,100.0
76,north carolina delegate to the second continental congress,['John B. Ashe'],List of delegates to the Continental Congress,,None,-1.0,None,None,50.0,John Dickinson,List of delegates to the Continental Congress,100.0,John Dickinson,List of delegates to the Continental Congress,0.0,The Confederation Congress,List of delegates to the Continental Congress,100.0,The Confederation Congress,List of delegates to the Continental Congress,101.0
77,when does the flash season 4 episode 3 air,"['October 24 , 2017']",The Flash (season 4),,None,-1.0,None,None,-1.0,None,None,47.76875403825262,"October 10, 2017",The Flash (season 4),-1.0,None,None,50.0,October 17,The Flash (season 4),51.0
78,who did the broncos beat in the super bowl,['Green Bay Packers'],Denver Broncos,"New England Patriots, Dallas Cowboys, Atlanta Falcons","{'New England Patriots': 'Denver Broncos', 'Dallas Cowboys': 'Denver Broncos', 'Atlanta Falcons': 'Denver Broncos'}",100.0,New England Patriots,Denver Broncos,100.0,New England Patriots,Denver Broncos,100.0,New England Patriots,Denver Broncos,100.0,New England Patriots,Denver Broncos,100.0,New England Patriots,Denver Broncos,0.0
79,when does zay come to girl meets world,"['May 13 , 2015', 'Girl Meets the Secret of Life']",List of Girl Meets World episodes,,None,-1.0,None,None,0.0,"June 27, 2014",List of Girl Meets World episodes,-1.0,None,None,0.0,"January 20, 2017",List of Girl Meets World episodes,100.0,"January 20, 2017",List of Girl Meets World episodes,101.0
80,how much money did it cost to make gta v,['137'],List of most expensive video games to develop,,None,0.0,"US$50,000,000",List of most expensive video games to develop,0.0,US$50 million,List of most expensive video games to develop,-1.0,None,None,100.0,US$50 million,List of most expensive video games to develop,100.0,US$50 million,List of most expensive video games to develop,101.0
81,where is the citrus bowl held this year,"['Camping World Stadium in Orlando , Florida', 'Camping World Stadium']",Citrus Bowl,"Orlando City Hall Rotunda, Orlando Centroplex, Walt Disney World Florida Classic","{'Orlando City Hall Rotunda': 'Citrus Bowl', 'Orlando Centroplex': 'Citrus Bowl', 'Walt Disney World Florida Classic': 'Citrus Bowl'}",-1.0,None,None,-1.0,None,None,100.0,Camping World Stadium,Citrus Bowl,100.0,Camping World Stadium,Citrus Bowl,100.0,Camping World Stadium,Citrus Bowl,101.0
82,when does the next star trek episode come out,"['2018', 'February 4 , 2018']",Star Trek: Discovery,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
83,the atomic number of indium which belongs to 5th period is,['49'],Period 5 element,period 5 element,{'period 5 element': 'Period 5 element'},100.0,49,Period 5 element,100.0,49,Period 5 element,100.0,49,Period 5 element,100.0,49,Period 5 element,100.0,49,Period 5 element,0.0
84,which material is the heaviest in term of density,['Osmium'],Density,"lead, water or air, silicon","{'lead': 'Density', 'water or air': 'Density', 'silicon': 'Density'}",33.33333333333333,Osmium and iridium,Density,100.0,Osmium and iridium,Density,100.0,Osmium and iridium,Density,100.0,Osmium and iridium,Density,100.0,Osmium and iridium,Density,66.66666666666667
85,who has scored the most half centuries in test cricket,['Sachin Tendulkar'],List of Test cricket records,"Cricket is, by its nature, capable of generating large numbers of records and statistics. Test cricket has been played since 1877 with essentially the same rules as are played today, and therefore many comparisons can be made of teams and individuals","{'Cricket is, by its nature, capable of generating large numbers of records and statistics. Test cricket has been played since 1877 with essentially the same rules as are played today, and therefore many comparisons can be made of teams and individuals': 'List of Test cricket records'}",0.0,Brian Lara,List of Test cricket records,-1.0,None,None,12.82051282051282,"Sachin Tendulkar surpassed the tally of 11,953 runs by Brian Lara. The record for most dismissals by a wicket-keeper is held by Mark Boucher of South Africa while the record for most catches by a fielder is held by Rahul Dravid.
Listing criteria.
In general the top five are listed in each category (except when there is a tie for the last place among the five, when all the tied record holders are noted).
Individual records.
Individual records (batting).
Centuries.
Most Test centuries
Half Centuries",List of Test cricket records,100.0,"Sachin Tendulkar surpassed the tally of 11,953 runs by Brian Lara",List of Test cricket records,100.0,"Sachin Tendulkar surpassed the tally of 11,953 runs by Brian Lara",List of Test cricket records,101.0
