,Question,GT Answer,GT Topic,2008 Bleu Score,2008 Predicted,2008 Topic,2014 Bleu Score,2014 Predicted,2014 Topic,2016 Bleu Score,2016 Predicted,2016 Topic,2018 Bleu Score,2018 Predicted,2018 Topic,2020 Bleu Score,2020 Predicted,2020 Topic,2021 Bleu Score,2021 Predicted,2021 Topic,max - min
67,when was it was not death for i stood up published,"['1890', '1891']",List of Emily Dickinson poems,0.0,1092,List of Emily Dickinson poems,-1.0,None,None,0.0,1981,List of Emily Dickinson poems,0.0,1981,List of Emily Dickinson poems,-1.0,None,None,0.0,1981,List of Emily Dickinson poems,1.0
68,what is the definition of the name thomas,"['twin', ""`` twin ''""]",Thomas (name),100.0,twin,Thomas (name),100.0,twin,Thomas (name),100.0,twin,Thomas (name),100.0,twin,Thomas (name),0.0,"twin"" and ""leader.""",Thomas (name),100.0,twin,Thomas (name),100.0
69,who is president of india in present time,['Ram Nath Kovind'],List of Presidents of India,0.0,the persons sworn into the office as President of India following the adoption of the Indian constitution in 1950,List of Presidents of India,0.0,Rajendra Prasad,List of Presidents of India,0.0,Rajendra Prasad,List of Presidents of India,100.0,Ram Nath Kovind,List of Presidents of India,-1.0,None,None,-1.0,None,None,101.0
70,when did season 4 of glee come out,"['September 13 , 2012', 'September 13 , 2012 ( 2012 - 09 - 13 ) -- May 9 , 2013']",Glee (season 4),-1.0,None,None,47.76875403825262,"September 13, 2012",Glee (season 4),47.76875403825262,"September 13, 2012",Glee (season 4),47.76875403825262,"September 13, 2012",Glee (season 4),47.76875403825262,"September 13, 2012",Glee (season 4),47.76875403825262,"September 13, 2012",Glee (season 4),48.76875403825262
71,chief ministers of tamil nadu mentioned on wikipedia,"['C.N. Annadurai', 'A. Subbarayalu Reddiar']",List of Chief Ministers of Tamil Nadu,0.0,The complete list of Chief Ministers of Tamil Nadu consists of the heads of government in the history of the state of Tamil Nadu in India since 1920,List of Chief Ministers of Tamil Nadu,0.0,The complete list of Chief Ministers of Tamil Nadu consists of the heads of government in the history of the state of Tamil Nadu in India since 1920,List of Chief Ministers of Tamil Nadu,0.0,The complete list of Chief Ministers of Tamil Nadu consists of the heads of government in the history of the state of Tamil Nadu in India since 1920,List of Chief Ministers of Tamil Nadu,0.0,The complete list of Chief Ministers of Tamil Nadu consists of the heads of government in the history of the state of Tamil Nadu in India since 1920,List of Chief Ministers of Tamil Nadu,-1.0,None,None,-1.0,None,None,1.0
72,who got the first arjun award in athletics,['Gurbachan Singh Randhawa'],Arjuna Award,0.0,"1961 by the government of India to recognize outstanding achievement in National sports. The award carries a cash prize of Rs 300,000, a bronze statuette of Arjuna and a scroll. Arjuna awardees for 2007
Over the years the scope of the award has been expanded and a large number of sportspersons",Arjuna Award,0.0,1961,Arjuna Award,0.0,Arjuna,Arjuna Award,0.0,Swimming.,Arjuna Award,0.0,Dhyan Chand,Arjuna Award,0.0,Dhyan Chand and Dronacharya,Arjuna Award,0.0
73,what is the genus of a bald eagle,['Haliaeetus'],Bald eagle,-1.0,None,None,100.0,Haliaeetus,Bald eagle,100.0,Haliaeetus,Bald eagle,100.0,Haliaeetus,Bald eagle,100.0,Haliaeetus,Bald eagle,100.0,Haliaeetus,Bald eagle,101.0
74,who was first governor general of british india,"['Warren Hastings', 'Louis Mountbatten']",Governor-General of India,40.0,"Louis Mountbatten, 1st Earl Mountbatten",Governor-General of India,100.0,Warren Hastings,Governor-General of India,100.0,Warren Hastings,Governor-General of India,100.0,Warren Hastings,Governor-General of India,33.33333333333333,1st Earl Mountbatten,Governor-General of India,100.0,Louis Mountbatten,Governor-General of India,66.66666666666667
75,who does bryce dallas howard play in the grinch,['Surprised Who'],Bryce Dallas Howard,0.0,Alfred Molina,Bryce Dallas Howard,0.0,Joaquin Phoenix,Bryce Dallas Howard,0.0,Victoria,Bryce Dallas Howard,0.0,Rosalind,Bryce Dallas Howard,0.0,Victoria,Bryce Dallas Howard,0.0,Hilly Holbrook,Bryce Dallas Howard,0.0
76,north carolina delegate to the second continental congress,['John B. Ashe'],List of delegates to the Continental Congress,-1.0,None,None,-1.0,None,None,30.326532985631673,John Dickinson,List of delegates to the Continental Congress,30.326532985631673,John Dickinson,List of delegates to the Continental Congress,0.0,The Confederation Congress,List of delegates to the Continental Congress,0.0,The Confederation Congress,List of delegates to the Continental Congress,31.326532985631673
77,when does the flash season 4 episode 3 air,"['October 24 , 2017']",The Flash (season 4),-1.0,None,None,-1.0,None,None,-1.0,None,None,47.76875403825262,"October 10, 2017",The Flash (season 4),-1.0,None,None,18.393972058572118,October 17,The Flash (season 4),48.76875403825262
78,who did the broncos beat in the super bowl,['Green Bay Packers'],Denver Broncos,0.0,New England Patriots,Denver Broncos,0.0,New England Patriots,Denver Broncos,0.0,New England Patriots,Denver Broncos,0.0,New England Patriots,Denver Broncos,0.0,New England Patriots,Denver Broncos,0.0,New England Patriots,Denver Broncos,0.0
79,when does zay come to girl meets world,"['May 13 , 2015', 'Girl Meets the Secret of Life']",List of Girl Meets World episodes,-1.0,None,None,-1.0,None,None,0.0,"June 27, 2014",List of Girl Meets World episodes,-1.0,None,None,0.0,"January 20, 2017",List of Girl Meets World episodes,0.0,"January 20, 2017",List of Girl Meets World episodes,1.0
80,how much money did it cost to make gta v,['137'],List of most expensive video games to develop,-1.0,None,None,0.0,"US$50,000,000",List of most expensive video games to develop,0.0,US$50 million,List of most expensive video games to develop,-1.0,None,None,0.0,US$50 million,List of most expensive video games to develop,0.0,US$50 million,List of most expensive video games to develop,1.0
81,where is the citrus bowl held this year,"['Camping World Stadium in Orlando , Florida', 'Camping World Stadium']",Citrus Bowl,40.0,Walt Disney World Florida Classic,Citrus Bowl,-1.0,None,None,-1.0,None,None,100.0,Camping World Stadium,Citrus Bowl,100.0,Camping World Stadium,Citrus Bowl,100.0,Camping World Stadium,Citrus Bowl,101.0
82,when does the next star trek episode come out,"['2018', 'February 4 , 2018']",Star Trek: Discovery,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
83,the atomic number of indium which belongs to 5th period is,['49'],Period 5 element,0.0,period 5 element,Period 5 element,100.0,49,Period 5 element,100.0,49,Period 5 element,100.0,49,Period 5 element,100.0,49,Period 5 element,100.0,49,Period 5 element,100.0
84,which material is the heaviest in term of density,['Osmium'],Density,0.0,lead,Density,33.33333333333333,Osmium and iridium,Density,33.33333333333333,Osmium and iridium,Density,33.33333333333333,Osmium and iridium,Density,33.33333333333333,Osmium and iridium,Density,33.33333333333333,Osmium and iridium,Density,33.33333333333333
85,who has scored the most half centuries in test cricket,['Sachin Tendulkar'],List of Test cricket records,0.0,"Cricket is, by its nature, capable of generating large numbers of records and statistics. Test cricket has been played since 1877 with essentially the same rules as are played today, and therefore many comparisons can be made of teams and individuals",List of Test cricket records,0.0,Brian Lara,List of Test cricket records,-1.0,None,None,2.5641025641025643,"Sachin Tendulkar surpassed the tally of 11,953 runs by Brian Lara. The record for most dismissals by a wicket-keeper is held by Mark Boucher of South Africa while the record for most catches by a fielder is held by Rahul Dravid.
Listing criteria.
In general the top five are listed in each category (except when there is a tie for the last place among the five, when all the tied record holders are noted).
Individual records.
Individual records (batting).
Centuries.
Most Test centuries
Half Centuries",List of Test cricket records,18.181818181818183,"Sachin Tendulkar surpassed the tally of 11,953 runs by Brian Lara",List of Test cricket records,18.181818181818183,"Sachin Tendulkar surpassed the tally of 11,953 runs by Brian Lara",List of Test cricket records,19.181818181818183
86,when is the flash coming back after christmas,"['January 16 , 2018']",List of The Flash episodes,-1.0,None,None,-1.0,None,None,0.0,"The Flash"" episodes",List of The Flash episodes,0.0,"October 10, 2017",List of The Flash episodes,0.0,"February 23, 2021",List of The Flash episodes,0.0,"November 16, 2021",List of The Flash episodes,1.0
87,when was the last year thanksgiving was on the 23rd,['2017'],Thanksgiving (United States),0.0,1675,Thanksgiving (United States),0.0,1675,Thanksgiving (United States),0.0,1945,Thanksgiving (United States),0.0,November 23,Thanksgiving (United States),0.0,1944,Thanksgiving (United States),0.0,November 23,Thanksgiving (United States),0.0
88,who won the medals in men's figure skating 2018,['Yuzuru Hanyu'],Figure skating at the 2018 Winter Olympics – Men's singles,-1.0,None,None,-1.0,None,None,-1.0,None,None,100.0,Yuzuru Hanyu,Figure skating at the 2018 Winter Olympics – Men's singles,100.0,Yuzuru Hanyu,Figure skating at the 2018 Winter Olympics – Men's singles,100.0,Yuzuru Hanyu,Figure skating at the 2018 Winter Olympics – Men's singles,101.0
89,who directed the iconic animated short educational film ek anek aur ekta,['Vijaya Mulay'],Ek Anek Aur Ekta,-1.0,None,None,100.0,Vijaya Mulay,Ek Anek Aur Ekta,100.0,Vijaya Mulay,Ek Anek Aur Ekta,100.0,Vijaya Mulay,Ek Anek Aur Ekta,-1.0,None,None,50.0,Vijaya Mulay and Bhimsain,Ek Anek Aur Ekta,101.0
90,who is the present president of assam sahitya sabha,['Dhrubajyoti Bora'],List of Asam Sahitya Sabha presidents,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,Ôxôm Xahityô,List of Asam Sahitya Sabha presidents,1.0
91,when was the last time ny rangers won stanley cup,['1993 -- 94'],New York Rangers,0.0,1994,New York Rangers,0.0,1997,New York Rangers,0.0,1993–94,New York Rangers,0.0,1997,New York Rangers,0.0,1997,New York Rangers,0.0,1997,New York Rangers,0.0
92,when did the nest 3rd generation come out,"['September 1 , 2015']",Nest learning thermostat,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
93,who won latest america's next top model,['Kyla Coleman'],America's Next Top Model (cycle 24),-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,Khrystyana,America's Next Top Model (cycle 24),-1.0,None,None,-1.0,None,None,1.0
94,when was south african youth day first celebrated,"['June 16', '1976']",Youth Day,100.0,16 June,Youth Day,0.0,March 12,Youth Day,100.0,16 June,Youth Day,100.0,16 June,Youth Day,100.0,16 June,Youth Day,100.0,16 June,Youth Day,100.0
95,baseball teams who have not won a world series,['Texas Rangers'],List of Major League Baseball franchise postseason droughts,-1.0,None,None,0.0,eight of the 14 expansion teams,List of Major League Baseball franchise postseason droughts,0.0,eight of the 14 expansion teams,List of Major League Baseball franchise postseason droughts,0.0,seven of the 14 expansion teams,List of Major League Baseball franchise postseason droughts,0.0,six of the 14 expansion teams,List of Major League Baseball franchise postseason droughts,0.0,six of the 14 expansion teams,List of Major League Baseball franchise postseason droughts,1.0
96,who has the most trophies in la liga,['Real Madrid'],List of Spanish football champions,-1.0,None,None,50.0,Real Madrid and Barcelona,List of Spanish football champions,50.0,Real Madrid and Barcelona,List of Spanish football champions,100.0,Real Madrid,List of Spanish football champions,100.0,Real Madrid,List of Spanish football champions,100.0,Real Madrid,List of Spanish football champions,101.0
97,who's playing in the sec championship 2017,"['the Eastern Division Champion , 2017 Georgia Bulldogs football team', 'Georgia Bulldogs']",2017 SEC Championship Game,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,Auburn Tigers,2017 SEC Championship Game,46.666666666666664,"Georgia Bulldogs football team against the Western Division Co-Champion, the 2017 Auburn Tigers football team",2017 SEC Championship Game,46.666666666666664,"Georgia Bulldogs football team against the Western Division Co-Champion, the 2017 Auburn Tigers football team",2017 SEC Championship Game,47.666666666666664
98,who has the biggest airport in the us,['Atlanta'],List of the busiest airports in the United States,-1.0,None,None,0.0,FAA,List of the busiest airports in the United States,0.0,"30 Large Hubs and 31 Medium Hubs. 
45 busiest US airports by total passenger traffic (2014).
Listed according to data compiled by Airports Council International North America, and ranked according to total passengers during 2014.
This list has the same 99 airports as the FAA list",List of the busiest airports in the United States,0.0,"30 large hubs and 30 medium hubs.
45 busiest US airports by total passenger traffic (2015).
Listed according to data compiled by Airports Council International North America, and ranked according to total passengers during 2015.
This list has the same 99 airports as the FAA list",List of the busiest airports in the United States,0.0,Southwest Airlines,List of the busiest airports in the United States,0.0,Southwest Airlines,List of the busiest airports in the United States,1.0
99,when was the last time the ducks won the stanley cup,"['2006 -- 07', '( 2006 -- 07 )']",Anaheim Ducks,0.0,2007,Anaheim Ducks,0.0,2009,Anaheim Ducks,0.0,2009,Anaheim Ducks,0.0,2009,Anaheim Ducks,0.0,2009,Anaheim Ducks,0.0,2009,Anaheim Ducks,0.0
100,who has the most number one single hits,['The Beatles'],List of Billboard Hot 100 chart achievements and milestones,-1.0,None,None,0.0,Songwriters,List of Billboard Hot 100 chart achievements and milestones,0.0,Songwriters,List of Billboard Hot 100 chart achievements and milestones,100.0,The Beatles,List of Billboard Hot 100 chart achievements and milestones,0.0,Mariah Carey,List of Billboard Hot 100 chart achievements and milestones,0.0,Madonna,List of Billboard Hot 100 chart achievements and milestones,101.0
